,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,33,76,124,216,289,352,458,504,443,395,359,372,315,290,244,246,199,168,140,120,91,95,71,55,47,59,34,33,27,23,17,15,14,11,12,13,9,13,8,4,2,4,0
Ramgarh,20,361,0,3,2,1,0,1,2,0,0,1,0,0,4,5,4,4,5,12,12,16,18,29,41,30,34,69,38,70,94,99,146,207,212,266,309,342,319,321,304,261,278,222,195,196,176,181,148,155,119,113,76,97,96,75,54,72,50,47,47,36,31,22,22,18,16,15,15,11,8,7,5,26
Mirzapur,9,199,0,24,0,8,5,1,8,7,10,11,25,31,40,54,70,112,141,230,335,461,655,869,1203,1349,1638,1767,1814,1683,1478,1168,946,771,539,427,301,242,198,206,155,147,114,128,82,68,62,40,22,27,16,29,14,14,22,15,11,15,6,10,10,16,11,11,5,9,6,14,4,2,0,1,1,2
Ghazipur,9,195,0,11,1,0,2,3,0,4,11,13,8,23,32,29,51,71,92,153,185,322,470,580,879,1121,1415,1482,1407,1347,1131,876,664,518,399,323,237,214,163,119,99,89,83,56,44,53,36,25,23,25,9,12,18,12,9,14,19,8,9,19,5,4,10,1,1,4,4,2,0,0,3,0,0,0
Bikaner,8,101,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,11,13,39,132,351,949,2513,6255,12755,21322,25810,22676,15004,9050,5561,3512,2398,1755,1227,944,806,634,481,408,357,295,288,240,228,200,157,140,137,108,81,69,62,63,57,47,50,43,38,33,41,34,42,43,35,23,30,23,22,14,14,46
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,25,24,17,11,18,14,19,19,36,26,25,22,24,31,42,38,53,46,47,35,532
Tiruvannamalai,33,606,0,5,0,1,0,0,0,3,0,2,2,2,4,3,4,15,6,13,19,27,37,43,65,127,203,360,532,827,1168,1411,1587,1778,1968,1972,1799,1897,1598,1472,1230,1102,826,648,520,423,328,251,214,144,131,82,95,79,56,42,40,41,33,15,28,15,16,7,12,12,11,7,4,6,2,4,5,19
Udupi,29,569,0,17,3,0,1,2,3,9,10,4,11,10,24,24,21,40,68,43,51,91,75,103,117,197,121,169,174,112,123,60,56,18,17,3,15,0,3,2,6,0,0,7,0,0,0,4,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellary,29,565,0,143,13,18,22,9,13,43,31,36,28,51,56,36,49,69,69,71,110,89,150,208,246,309,358,418,459,784,760,1018,928,1016,1007,868,852,909,780,871,859,654,632,520,416,325,244,231,163,145,131,125,97,73,69,66,37,47,48,42,47,29,26,34,26,22,15,12,20,9,11,13,10,64
Agra,9,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,51,123,284,626,1009,1434,1612,1695,1606,1355,1154,992,794,723,565,520,402,344,287,219,168,165,180,149,127,140,94,97,100,63,61,74,51,56,47,45,45,50,53,36,48,51,52,48,47,63,63,40,122
Jamui,10,238,0,318,38,62,62,75,93,80,111,154,159,236,273,296,399,493,605,709,849,954,1005,1017,912,923,683,570,424,375,284,171,144,97,90,71,47,35,42,26,21,4,14,12,7,8,6,3,13,4,6,2,4,3,3,3,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harda,23,448,0,352,35,31,57,33,53,71,71,52,77,67,155,115,133,166,159,204,231,239,306,303,292,291,387,453,435,333,392,439,310,279,252,156,96,65,45,12,20,13,14,15,14,13,12,4,9,8,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,53,138,259,385,577,693,772,656,527,470,516,477,396,407,371,323,323,252,243,230,191,203,176,150,135,123,88,81,88,66,62,68,53,47,57,55,55,25,43,21,17,24
Gondiya,27,507,0,85,9,26,11,18,24,42,31,42,46,73,68,113,191,150,283,342,515,655,877,1073,1405,1421,1765,1592,1518,1340,1290,1118,935,650,486,396,296,239,192,153,130,105,60,80,42,67,39,36,38,27,39,21,18,20,29,11,7,15,0,9,12,10,11,7,5,5,10,3,5,2,7,3,3,6
Hailakandi,18,318,0,93,10,7,20,41,43,12,26,36,66,56,143,118,101,160,183,191,268,270,315,398,363,348,342,319,274,267,218,212,120,83,36,42,32,36,12,17,5,11,5,17,3,3,7,2,4,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,602,61,99,121,135,157,177,226,268,332,384,538,616,748,870,1053,1293,1488,1588,1665,1633,1439,1156,916,520,339,225,145,103,68,56,42,32,20,24,17,16,4,20,8,9,9,14,7,7,4,3,1,4,3,1,2,4,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
Bhopal,23,444,0,20,5,0,2,7,5,7,15,5,11,9,10,19,38,36,45,48,92,138,157,236,353,515,603,660,664,718,738,718,608,534,471,373,339,348,287,250,225,205,166,171,123,105,110,99,105,93,79,76,83,65,73,60,62,63,55,55,50,64,61,54,36,55,47,44,47,45,42,37,23,105
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,30,77,170,236,206,135,129,109,155,195,234,219,209,195,177,171,130,137,114,109,77,76,80,70,60,42,46,29,25,16,28,25,13,20,16,15,20,11,15,11,17,8,14,18,15,44
Sonbhadra,9,200,0,39,6,11,5,2,17,23,18,33,45,51,80,113,144,204,325,447,636,923,1251,1657,2090,2284,2522,2637,2486,2199,1776,1348,988,767,596,435,371,314,228,195,150,143,128,121,88,90,79,79,65,52,43,52,38,44,49,42,35,38,48,32,33,39,21,35,29,21,15,27,26,24,13,17,8,63
Jhalawar,8,129,0,1,0,1,0,0,0,0,0,0,1,0,1,3,6,11,15,25,26,42,63,127,214,408,632,876,1282,1824,2221,2555,2533,2424,2084,1656,1350,1103,956,755,717,594,502,430,354,308,262,205,156,148,107,79,80,62,50,38,42,30,25,19,20,11,20,15,13,11,8,14,7,10,3,0,7,20
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,20,81,218,433,765,1020,981,864,674,510,442,402,372,306,247,222,232,203,153,129,120,81,50,45,38,26,19,16,17,12,11,16,12,5,6,12,6,7,5,2,1,2,1
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,18,31,57,169,301,576,983,1512,2038,2334,2238,1951,1686,1293,1024,888,760,666,591,492,462,372,350,263,233,211,156,159,106,113,74,56,45,50,33,40,22,25,21,23,15,19,15,17,12,6,12,5,5,6,5,4,1,0
Shimla,2,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,8,15,48,105,277,610,1240,2236,3072,3291,2890,2404,1918,1483,1170,807,597,434,271,218,197,133,104,76,71,49,58,42,27,20,25,26,23,24,16,14,16,14,9,8,10,8,6,2,4,2,3,4,4,0,0,0,0,0,0,0
South 24 Parganas,19,343,0,25,2,4,8,9,11,21,23,31,47,45,55,114,142,186,247,396,525,724,774,876,879,872,894,833,830,800,748,720,744,800,899,925,906,923,866,874,736,721,585,480,385,332,296,259,216,178,141,120,112,79,86,76,72,74,73,63,86,58,72,55,58,40,62,70,49,50,48,39,52,339
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,17,51,129,272,503,895,1295,1680,1866,1931,1728,1526,1240,932,708,477,342,234,168,129,85,48,37,40,34,25,21,13,26,11,21,11,8,2,11,4,4,5,12,1,3,3,3,2,0,0,2,0,0,0,0,0
Jaintia Hills,17,299,0,156,16,30,33,52,65,89,79,118,157,211,277,302,383,531,665,799,964,1120,1140,1145,1193,1162,1120,967,742,600,415,321,227,204,186,139,114,116,69,77,89,71,52,44,63,43,40,28,25,16,26,17,12,13,9,16,9,10,4,7,4,4,4,6,1,5,4,0,0,0,0,0,1,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,60,155,361,609,901,1004,840,682,588,508,386,317,274,200,106,101,73,82,59,49,46,43,26,33,27,30,33,31,38,14,21,19,24,13,14,9,7,9,7,0,0,0,0
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,16,69,216,455,854,1620,2262,2348,2044,1662,1236,909,743,638,500,457,380,293,310,306,216,224,194,183,141,138,112,115,66,66,65,43,44,49,47,36,31,30,26,19,30,23,19,10,15,20,30
Mandi,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,23,63,183,360,753,1404,2112,2637,2443,2097,1540,1163,895,702,478,299,291,193,152,158,116,88,104,68,53,36,33,22,22,18,25,15,8,14,11,12,4,3,5,3,6,1,0,7,3,1,1,0,0,1,0,0,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,28,44,37,69,83,76,92,103,107,106,119,115,164,156,181,159,157,167,161,159,130,109,78,67,98,81,59,56,61,57,73,64,53,53,49,42,54,57,298
Hoshangabad,23,449,0,326,32,38,48,56,80,76,96,69,119,139,164,143,198,257,251,267,372,390,431,554,664,783,779,765,869,851,884,825,769,596,454,313,209,204,115,79,39,49,28,23,18,10,10,7,9,5,8,3,5,7,9,0,3,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,23,88,232,472,645,877,1099,1398,1800,1849,1622,1333,1009,784,567,403,318,214,165,137,99,84,75,60,57,61,46,33,32,38,29,25,27,22,18,21,13,15,15,9,9,9,4,5,2,0,0,0,0
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,10,28,67,183,463,1142,2462,4982,8318,11672,13577,12867,10846,8138,6030,4250,3141,2388,1822,1347,1128,1001,759,662,612,548,492,401,352,310,258,214,208,175,159,131,138,115,122,100,102,75,77,74,67,72,56,57,54,55,58,54,56,43,314
Anuppur,23,461,0,17,1,4,2,2,4,8,14,11,12,6,10,20,41,34,55,59,133,127,188,257,338,452,575,882,1090,1245,1469,1429,1437,1254,948,686,522,399,331,234,195,178,136,118,125,86,82,57,66,62,44,48,33,39,39,38,32,24,26,28,27,15,20,4,12,18,6,11,21,9,11,7,1,24
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,4,0,0,0,0,0,1,2,0,1,2,0,2,2,1,0,1,5,2,2,4,2,2,7,9,4,19,7,11,23,210
Thiruvarur,33,619,0,3,0,0,3,0,3,1,0,3,6,0,0,1,5,4,2,4,11,24,23,38,28,62,65,91,97,144,204,290,444,584,614,731,768,694,685,650,593,450,398,297,259,191,140,76,64,71,49,35,22,19,24,22,21,17,14,15,10,17,9,6,4,6,8,16,2,7,2,3,1,9
Uttara Kannada,29,563,0,627,71,91,107,108,162,180,183,180,160,262,212,315,281,358,383,346,427,561,570,709,758,758,818,974,993,808,760,659,586,327,275,213,148,82,79,45,54,40,35,17,24,23,19,16,12,4,8,5,6,13,8,4,5,8,1,7,3,10,0,0,5,0,0,0,0,0,0,0,0,0
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,11,16,52,145,371,762,1438,2006,2032,1414,851,474,288,186,109,106,67,94,73,68,64,56,65,65,49,47,46,38,33,17,26,14,14,10,4,6,6,4,4,10,3,3,4,2,6,1,0,2,1,2,2,1,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,9,7,17,26,51,104,200,386,718,1136,1751,2408,3147,3548,3710,3472,2848,2188,1633,1254,839,639,482,361,303,230,206,155,111,102,69,90,68,47,37,31,38,26,21,27,20,15,12,7,9,7,4,4,1,0,0,0,0,0,0,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,46,126,304,410,509,550,560,616,584,575,451,343,292,264,222,200,186,175,148,134,142,108,103,88,79,53,49,52,51,44,49,39,37,29,27,23,26,28,26,26,26,25,61
Mandla,23,454,0,68,19,13,9,12,15,47,22,32,48,99,67,62,116,155,195,210,267,373,547,609,974,1096,1405,1766,2011,2145,2186,2119,1754,1317,808,481,283,179,119,108,66,38,43,29,31,27,23,13,13,19,14,11,16,2,3,4,3,0,2,0,0,4,0,4,7,0,1,0,0,0,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,13,29,60,124,252,508,854,1283,1560,1555,1343,1039,776,628,468,340,248,170,116,92,86,89,73,73,42,46,48,34,22,35,23,28,17,15,8,15,14,21,11,11,14,24,13,18,8,11,11,9,9,5,4,1,0
Champhai,15,284,0,18,4,8,8,11,14,19,22,24,44,38,67,84,148,211,288,491,703,1080,1405,1758,2054,2051,1601,1150,669,374,130,65,31,16,11,17,10,4,2,3,4,7,6,5,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,1,0,0,0,0,5,1,3,8,6,26,41,76,157,269,481,802,1363,1984,2553,2947,2687,2069,1489,919,596,409,278,195,150,114,92,85,75,69,69,68,57,38,28,25,15,12,22,9,18,11,11,13,7,6,11,6,11,9,7,4,3,1,10,7,6,2,2,0,0,0
Purba Medinipur,19,345,0,6,0,0,0,0,0,4,0,2,3,1,3,7,3,14,26,18,41,53,90,127,217,312,449,663,816,945,1065,1105,1214,1163,1158,1106,1019,886,817,643,583,488,409,281,218,168,161,128,124,74,88,65,64,58,62,43,38,32,30,30,25,28,37,27,23,23,18,19,27,17,19,15,19,81
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,8,12,14,29,33,39,43,46,48,50,55,66,63,64,62,59,82,64,79,59,57,61,50,61,36,48,725
Ganjam,21,388,0,133,21,28,40,35,35,44,49,49,71,77,107,133,161,200,231,355,467,560,745,974,1244,1442,1795,1902,2015,2150,2123,2130,2009,1910,1671,1472,1278,1157,962,769,802,562,514,435,431,354,290,290,222,199,170,152,122,101,107,72,68,49,49,42,47,21,30,33,30,18,14,7,7,7,9,7,6,67
Jhansi,9,166,0,20,4,7,2,4,2,10,8,12,12,25,36,50,79,102,151,218,344,518,762,1032,1380,1794,2222,2267,2201,1730,1281,942,715,564,508,426,351,319,244,249,181,192,144,131,123,87,88,63,62,52,64,43,39,48,58,45,38,30,40,37,35,31,37,26,30,28,31,21,17,10,17,17,12,37
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,99,302,594,945,1073,1114,1064,1063,1052,1007,940,819,787,657,509,419,342,316,238,195,176,139,144,112,102,102,91,73,65,62,60,53,45,34,31,33,34,30,41,38,29,24,29,7,12,7,50
Bankura,19,339,0,5,0,0,0,0,0,4,4,2,4,4,4,9,4,16,32,34,45,103,144,220,406,616,956,1264,1835,2189,2511,2652,2630,2349,2015,1771,1412,1192,1024,812,719,617,440,414,319,236,192,181,170,125,93,94,62,60,43,36,41,35,21,30,26,15,13,12,20,23,14,7,15,13,3,2,2,17
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,19,53,217,442,667,748,649,559,407,301,175,143,127,96,91,76,75,66,42,40,41,35,30,23,28,20,20,16,23,15,6,13,15,12,9,10,11,9,1,0,0,0
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,55,135,260,509,774,916,1020,1004,924,955,912,918,821,805,700,528,465,357,302,254,194,152,89,78,69,49,43,30,34,31,15,17,19,14,16,16,15,7,10,9,10,10,10,7,5,3,2,5,7,3,4
Bageshwar,5,63,0,0,0,1,1,0,0,0,0,1,0,2,0,4,7,11,15,18,36,34,103,187,309,524,784,996,1222,1269,1234,1059,906,639,432,255,170,119,79,66,34,26,13,9,4,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,880,117,106,136,92,162,199,228,251,327,313,363,390,551,635,650,782,834,1099,1258,1505,1649,1977,2095,2300,2680,2691,2622,2680,2535,1976,1823,1436,1143,913,707,570,456,353,262,247,245,183,164,171,121,92,86,99,73,67,54,69,62,67,51,48,41,36,36,23,33,27,14,16,21,15,15,13,9,20
Mau,9,192,0,2,0,0,0,0,2,0,4,1,5,4,3,10,9,26,23,39,48,81,131,192,236,295,365,365,368,441,419,392,407,402,366,327,343,291,252,220,208,176,146,151,113,96,74,77,71,50,50,28,29,27,17,16,27,16,9,7,8,13,17,7,2,5,10,10,3,7,11,6,5,8
Vadodara,24,486,0,23,4,5,12,3,5,3,10,18,25,29,40,65,62,91,153,226,308,429,568,724,920,1131,1372,1834,2231,2478,2570,2290,2107,1709,1416,1083,844,782,690,618,503,485,441,410,371,322,282,246,181,204,176,167,169,146,151,130,126,90,90,84,63,60,71,58,74,69,91,76,82,65,72,56,37,97
Kolhapur,27,530,0,666,76,82,90,109,136,144,177,201,201,298,325,399,416,492,611,751,926,1030,1158,1270,1378,1542,1464,1691,1588,1521,1318,1153,929,711,546,498,425,384,316,300,301,219,160,157,151,154,106,126,74,102,57,50,59,58,37,29,38,15,25,21,18,16,8,8,8,7,8,4,0,0,0,0,0,0
Araria,10,209,0,0,0,0,0,4,0,5,1,13,13,6,13,12,15,44,58,90,124,200,256,480,545,687,819,817,762,618,508,412,265,254,173,134,90,72,41,56,30,21,26,19,25,8,9,14,2,13,8,16,3,2,7,9,0,0,9,4,0,2,0,4,0,2,0,0,0,0,0,0,0,0
Phek,13,266,0,232,34,39,55,45,50,66,102,112,109,127,186,250,265,386,443,533,567,703,720,765,755,690,520,338,281,165,112,79,45,33,18,13,12,10,11,10,2,4,2,8,1,3,4,0,1,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,13,1,2,4,5,2,9,6,11,11,12,23,28,48,66,77,136,205,329,481,751,1166,1685,2152,2418,2398,2039,1722,1210,890,633,501,351,276,250,187,139,121,95,70,50,44,40,27,32,20,18,12,9,11,8,7,8,3,7,10,3,4,5,1,2,2,3,4,1,1,1,3,2,0,3
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,40,94,205,320,465,627,689,667,610,557,483,412,310,302,216,185,157,146,115,101,80,70,51,31,30,25,26,22,25,21,7,17,12,5,10,8,8,7,4,6,5,2,2,0,2,2,0,1
Mandsaur,23,433,0,0,1,0,1,0,3,1,2,4,6,3,9,11,13,36,29,49,93,111,187,386,661,959,1369,1919,2419,2765,2831,2538,2022,1546,1131,777,569,442,321,287,221,173,162,116,116,90,65,53,56,52,36,28,34,19,22,13,12,14,7,12,9,5,3,5,6,6,5,4,3,6,2,3,3,8
Gwalior,23,421,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,5,18,18,38,91,178,411,779,1481,2303,2688,2720,2407,1928,1471,1095,856,653,504,396,340,301,294,265,201,189,160,135,127,94,85,74,66,74,57,62,52,52,50,35,38,47,35,39,24,31,31,36,32,33,28,33,40,33,25,70
Guntur,28,548,0,56,15,9,19,11,15,18,28,33,31,42,65,74,115,135,173,218,313,399,526,793,1003,1276,1731,2308,2777,3145,3554,3500,3176,2826,2347,1886,1643,1387,1203,1037,923,928,866,727,655,638,561,531,472,406,398,375,316,225,217,214,190,184,140,144,132,77,68,70,46,50,47,56,42,37,28,34,14,64
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,5,2,1,3,4,0,11,6,3,12,19,20,44,51,344
Saran (chhapra),10,219,0,5,2,0,1,0,0,1,0,1,1,4,3,6,16,17,33,25,68,72,159,221,324,411,595,659,771,737,702,729,606,621,545,496,428,432,356,311,311,280,262,262,246,184,135,163,140,91,86,69,63,41,25,18,14,12,12,9,2,5,3,1,2,1,2,1,0,0,0,0,0,0
Darjiling,19,327,0,15,2,2,1,6,2,10,10,14,12,25,40,57,52,74,84,123,149,239,293,360,394,452,462,558,597,634,785,743,760,775,717,581,511,387,299,219,187,134,84,64,52,77,45,35,45,50,50,27,26,15,22,9,11,4,5,7,9,6,7,1,0,1,0,2,1,0,0,0,0,0
Chittoor,28,554,0,2,0,0,1,2,0,0,0,2,2,3,1,6,2,11,18,32,68,106,213,307,533,919,1569,2406,3421,4548,5152,5269,4876,4352,3854,3330,2892,2489,2249,1938,1694,1462,1295,1147,932,844,683,614,495,437,382,318,250,222,177,125,126,124,117,81,59,74,64,50,48,36,45,25,33,28,32,20,14,112
Guna,23,458,0,10,0,1,1,6,4,2,6,8,19,14,12,19,35,52,101,130,229,397,614,939,1418,1975,2530,2937,3016,2733,2214,1822,1289,981,818,603,519,455,315,230,203,187,126,101,93,80,66,72,49,52,27,23,35,22,17,10,13,25,23,26,18,15,9,8,8,14,12,5,9,7,7,3,2,13
Banka,10,225,0,278,25,45,46,62,71,61,90,107,157,153,170,246,262,332,403,419,588,707,776,821,831,857,835,668,714,518,530,401,332,260,202,181,146,130,111,96,57,65,30,30,34,9,20,13,10,10,6,4,5,4,4,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamoli,5,57,0,2,1,2,1,0,0,2,0,1,2,2,7,7,9,12,28,28,70,162,361,661,1364,2431,4013,5494,5738,4845,2943,1606,1203,941,794,733,590,500,419,312,237,158,114,96,70,48,57,39,35,30,31,12,26,8,8,8,8,12,8,7,3,3,0,0,0,1,3,0,1,1,0,1,1,0
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,29,123,380,889,1594,2198,2395,1923,1623,1254,1045,819,638,542,401,401,292,265,240,187,156,173,152,85,91,100,72,67,54,48,56,43,34,53,35,33,25,18,24,27,20,15,12,17,7,8,3,0
Sagar,23,427,0,596,90,108,93,120,148,154,225,239,287,311,400,516,535,735,845,1018,1261,1401,1769,2059,2388,2573,2758,2846,2722,2595,2437,2038,1615,1277,993,807,621,534,435,351,314,285,235,203,214,167,144,123,107,96,79,88,64,60,62,46,45,50,41,39,21,25,17,27,15,19,18,6,10,14,6,6,5,30
