,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,14,12,20,27,37,65,117,190,233,289,352,448,436,440,436,351,336,305,285,235,215,185,152,126,113,69,71,67,60,47,37,39,43,22,14,16,15,14,7,9,6,8,9,8,8,6,5,3
Ramgarh,20,361,0,2,0,0,0,0,0,0,1,0,1,0,1,2,4,3,2,2,9,13,14,30,29,36,34,62,82,116,142,170,164,220,211,260,275,258,312,310,296,276,244,220,213,196,186,176,155,156,158,121,118,97,112,94,58,51,48,37,37,35,22,12,13,9,2,6,2,2,0,3,0,0
Mirzapur,9,199,0,61,5,11,19,19,24,28,29,43,44,66,100,103,152,216,274,384,475,693,852,1057,1296,1513,1654,1646,1541,1343,1109,825,731,603,464,365,272,265,190,185,166,160,135,129,98,79,87,53,35,34,33,21,26,21,15,16,21,12,13,11,10,12,11,14,8,7,4,8,2,10,15,6,7,16
Ghazipur,9,195,0,62,7,10,16,17,18,12,15,27,28,45,47,64,90,92,147,206,195,263,320,422,566,612,783,829,890,866,888,805,771,765,733,710,626,583,462,378,237,216,162,120,93,74,64,43,48,41,21,15,11,18,14,10,9,9,15,12,1,1,2,0,6,0,1,1,0,4,0,0,0,2
Bikaner,8,101,0,274,65,89,84,131,161,255,284,364,564,789,1138,1663,2334,3298,4757,6442,8665,10840,12596,13663,13138,11763,9622,7382,5448,4238,3108,2341,1929,1508,1288,994,824,701,589,558,435,398,369,289,261,223,202,173,150,110,113,83,78,67,58,65,53,59,41,45,38,30,41,36,34,36,35,37,24,22,15,13,11,37
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,1,1,6,2,6,3,4,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,15,35,27,22,21,18,30,19,25,25,35,27,30,32,34,34,40,50,56,43,528
Tiruvannamalai,33,606,0,6,0,0,0,0,2,5,3,2,5,1,6,4,24,21,38,67,116,148,216,316,428,598,701,763,951,1131,1296,1519,1678,1803,1830,1667,1597,1406,1296,1061,898,715,608,501,335,317,246,204,179,124,90,81,100,61,45,40,22,36,29,19,14,6,21,11,13,6,4,10,8,7,0,1,7,23
Udupi,29,569,0,122,22,9,23,30,19,51,43,74,73,105,112,190,191,248,323,399,505,623,693,811,945,975,1065,1053,985,970,780,666,544,441,398,360,291,248,215,177,129,95,81,85,65,55,51,50,26,43,38,21,19,30,22,17,19,18,11,12,10,6,8,4,6,8,3,2,5,1,2,1,1,3
Bellary,29,565,0,196,38,33,30,62,72,78,83,104,150,172,189,256,347,409,480,711,743,1016,1274,1518,1653,1955,2068,2091,1892,1712,1636,1295,1228,1065,1000,785,787,655,568,525,473,441,346,346,263,271,238,238,193,184,148,129,124,123,93,95,78,81,68,55,50,51,50,39,30,30,39,19,29,38,21,19,18,106
Agra,9,146,0,6,4,2,3,2,4,6,9,5,9,25,43,44,64,91,129,162,243,325,367,445,533,578,602,639,653,738,743,745,767,775,789,756,758,688,649,638,548,477,468,388,339,308,223,203,174,161,152,128,125,113,96,78,67,76,53,49,51,45,48,48,45,49,38,45,58,44,40,51,43,284
Jamui,10,238,0,384,53,51,73,67,85,88,117,128,153,155,207,246,335,362,404,516,596,703,766,815,922,882,866,752,652,476,373,306,244,201,149,108,91,72,44,34,42,29,30,21,11,11,11,8,9,2,9,4,9,6,4,9,7,6,7,3,1,2,3,3,1,1,2,0,0,0,0,0,0,0
Harda,23,448,0,737,97,105,85,120,142,164,166,214,227,244,285,332,375,454,410,520,501,518,589,583,575,518,636,520,440,382,329,238,229,167,164,137,134,89,71,77,76,66,41,37,43,27,30,19,37,9,34,14,23,17,10,11,6,3,14,6,0,0,5,1,5,1,0,3,3,2,1,2,3,3
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16,34,98,129,180,213,263,378,493,619,677,537,514,451,503,437,381,390,361,344,315,274,244,232,205,196,162,148,137,110,90,93,84,59,77,65,47,45,49,44,58,32,30,31,23,12,15,8
Gondiya,27,507,0,970,113,123,151,191,218,244,240,345,359,366,442,485,580,647,780,912,959,1063,1038,1146,1100,997,966,907,768,706,559,473,360,308,228,205,155,129,103,101,104,72,57,56,48,41,44,52,24,37,27,14,13,6,22,17,6,9,18,7,5,6,11,5,5,5,9,5,0,0,6,0,0,19
Hailakandi,18,318,0,371,51,52,62,72,78,96,93,92,147,170,177,191,187,207,236,275,244,206,187,245,187,184,145,104,90,92,42,56,25,13,19,29,14,23,16,19,12,18,10,16,8,3,4,4,3,1,0,8,8,3,2,0,2,1,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,1203,120,199,205,232,262,309,388,372,496,511,639,719,878,882,1056,1110,1242,1227,1286,1094,993,788,544,386,239,164,120,75,47,52,45,38,25,31,16,18,21,9,6,6,5,9,3,4,5,9,5,9,5,2,5,2,3,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0
Bhopal,23,444,0,63,14,7,16,23,28,25,36,46,53,67,86,115,125,152,197,278,321,353,430,510,458,449,435,438,418,450,409,451,378,371,355,350,367,243,263,258,205,208,185,156,143,145,117,106,86,86,60,94,70,93,60,56,50,47,61,64,45,40,68,48,46,49,52,48,41,64,60,41,30,111
Panchkula,6,69,0,0,0,0,0,0,0,0,0,2,0,2,0,3,4,5,5,16,27,52,64,96,113,137,130,103,80,95,103,92,78,134,170,185,190,194,175,164,165,149,123,135,92,95,77,70,57,44,52,56,36,39,29,21,17,23,15,17,21,17,15,17,13,10,13,13,11,14,22,14,20,24
Sonbhadra,9,200,0,102,17,24,22,26,33,40,57,51,84,90,126,154,207,262,328,410,614,680,867,1138,1514,1771,2156,2267,2293,2221,1999,1663,1376,1050,936,710,582,456,397,317,290,210,196,166,153,124,107,109,89,86,93,76,83,76,69,51,62,77,64,63,55,51,35,37,39,28,31,15,31,29,23,23,22,69
Jhalawar,8,129,0,14,3,0,3,2,3,6,16,8,17,26,23,43,69,95,124,169,241,328,471,658,875,1086,1409,1724,2033,2135,2128,1919,1708,1451,1176,1045,931,772,705,633,490,484,418,365,306,251,200,177,105,102,89,101,49,46,39,37,32,31,22,28,13,17,21,11,16,8,6,9,3,3,4,3,1,8
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,4,10,11,24,44,80,146,218,321,459,618,777,797,806,638,556,414,426,362,295,251,274,214,189,174,124,107,78,69,63,40,21,24,22,15,17,17,10,8,8,10,7,5,7,10,4,8,4,0,0,0,1
Sawai Madhopur,8,108,0,20,1,7,8,8,9,14,27,24,39,63,89,109,177,304,385,588,733,824,990,1027,1140,1161,1168,1181,1074,1175,1173,1118,1078,970,835,719,604,535,438,449,388,336,271,214,170,169,118,118,76,55,59,54,35,41,20,21,16,19,16,13,17,9,7,8,3,10,3,6,10,1,4,2,0,1
Shimla,2,33,0,126,18,31,24,33,44,72,72,112,151,207,208,285,435,538,727,936,1208,1543,1732,1949,2018,2038,1876,1707,1387,1036,745,583,435,322,251,195,123,125,106,89,76,66,67,48,37,28,23,23,25,16,26,14,16,12,12,7,11,5,12,6,3,1,3,1,2,3,0,2,0,2,0,0,0,0
South 24 Parganas,19,343,0,125,12,24,21,34,28,27,48,52,77,79,141,144,176,221,281,324,422,549,627,704,804,865,923,905,922,855,833,737,868,870,792,856,877,822,785,686,685,653,602,549,430,348,321,273,228,232,192,175,147,116,124,93,86,69,86,66,81,51,68,47,62,48,51,52,34,47,46,40,49,364
Pratapgarh,9,173,0,21,4,3,3,3,6,2,7,2,7,10,10,39,17,46,53,102,119,171,272,380,546,777,968,1145,1313,1411,1411,1406,1300,1109,948,735,547,405,306,199,148,94,87,74,54,36,33,25,25,20,18,18,12,8,13,13,7,8,12,4,6,6,5,4,5,1,1,3,0,0,0,0,0,0
Jaintia Hills,17,299,0,502,80,80,96,107,121,151,165,222,266,364,424,484,547,688,734,747,870,892,851,907,864,803,717,600,525,394,336,287,246,242,180,169,130,110,119,105,94,68,70,69,48,37,29,36,26,32,29,28,15,15,8,3,11,9,4,1,2,1,3,5,1,2,1,6,5,0,0,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,43,119,243,413,572,733,819,774,661,599,460,364,339,238,217,190,137,113,86,91,59,61,54,46,49,22,28,27,32,32,28,29,25,15,21,18,8,9,5,8,6,1,1,0,0
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,11,11,34,51,87,158,237,305,401,572,941,1375,1621,1713,1638,1430,1187,950,759,694,591,516,432,408,391,338,255,256,249,213,171,171,158,118,113,77,70,60,58,50,38,42,45,39,41,32,35,33,16,20,14,16,12,16,14,10,21
Mandi,2,27,0,36,2,9,5,13,18,16,29,35,48,41,80,101,162,214,262,378,493,608,787,1011,1111,1352,1450,1498,1510,1395,1263,1022,788,611,522,363,279,188,176,138,96,85,82,61,53,34,24,38,18,25,9,10,6,10,5,8,3,2,1,4,3,3,0,1,2,2,0,0,1,0,1,0,0,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16,47,68,58,67,84,88,83,129,189,151,122,79,128,137,146,113,155,147,130,145,109,109,113,89,67,77,78,52,62,60,74,68,55,69,45,49,58,63,242
Hoshangabad,23,449,0,1891,202,225,297,314,312,351,354,420,456,510,560,607,652,674,755,830,858,935,940,1028,1116,1134,1200,1144,972,865,757,640,480,425,341,248,229,203,148,125,120,94,93,69,70,63,37,54,43,25,41,24,15,17,13,11,20,17,12,17,19,13,13,10,3,7,0,4,3,3,2,0,0,2
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,8,18,37,94,168,310,471,634,775,1022,1258,1577,1649,1668,1388,1138,783,587,442,336,210,192,147,138,109,92,88,67,51,57,35,37,36,34,33,29,22,21,16,8,9,13,12,5,7,9,2,2,0,0,0,0,0
Jodhpur,8,113,0,61,12,13,24,37,34,41,81,110,145,159,246,406,531,824,1160,1829,2638,3605,4837,5916,7107,7772,8123,8051,7922,7139,5926,4840,3946,3106,2401,1958,1437,1262,1052,936,817,659,599,527,442,369,313,304,282,271,217,210,162,155,131,143,128,100,81,87,108,66,79,85,59,79,73,42,66,70,51,44,65,246
Anuppur,23,461,0,51,3,14,7,12,11,28,25,19,45,40,43,54,58,87,88,155,144,211,223,292,400,446,589,681,867,1011,1000,1053,1108,959,926,852,701,536,416,291,224,178,160,138,90,115,99,68,49,51,34,22,25,15,23,18,10,10,9,8,6,6,4,7,1,1,1,0,0,0,0,2,3,0
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,5,4,10,10,7,11,14,13,21,18,23,26,30,21,21,14,9,11,8,9,10,6,10,9,13,13,8,273
Thiruvarur,33,619,0,1,1,1,0,0,0,0,0,2,5,3,8,7,19,17,43,41,69,58,84,87,102,137,125,183,221,300,416,536,685,760,821,812,734,605,497,422,342,233,175,136,90,77,57,46,26,40,37,38,19,8,15,16,9,9,7,7,6,12,3,6,3,9,1,13,2,1,3,0,0,9
Uttara Kannada,29,563,0,674,97,139,140,179,188,247,305,326,441,591,659,887,1040,1335,1583,1992,2349,2645,2831,2969,2876,2895,2581,2288,1904,1487,1217,859,635,535,377,290,258,236,172,117,114,98,70,45,53,45,48,33,36,41,27,32,26,25,21,21,20,7,19,17,7,7,7,7,5,9,1,7,2,5,3,3,1,5
Bandipore,1,9,0,7,1,4,1,3,4,2,5,8,10,10,19,31,50,83,101,162,224,356,583,810,1095,1282,1372,1144,866,616,399,305,243,184,166,130,104,106,102,88,70,69,62,61,47,38,27,22,11,14,10,8,10,8,8,3,5,4,5,3,3,2,4,0,1,0,0,1,0,0,0,0,0,0
Sabar Kantha,24,472,0,7,3,2,6,5,6,7,10,26,19,32,59,90,127,156,209,334,425,641,883,1192,1391,1729,2221,2413,2410,2483,2232,2045,1841,1708,1503,1277,1014,804,653,524,388,306,277,195,150,108,108,76,86,67,53,48,39,26,21,26,24,15,12,15,19,10,6,6,5,3,0,0,0,0,0,0,0,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,57,105,225,324,377,431,502,516,560,501,453,435,386,364,263,219,214,197,183,175,160,143,94,84,97,85,73,68,65,52,46,27,31,34,38,32,26,26,22,20,25,27,23,25,25,21,28
Mandla,23,454,0,2896,309,370,409,448,396,520,578,643,617,683,720,781,825,856,835,852,799,765,702,715,704,622,647,590,483,451,401,307,188,166,143,110,109,77,55,46,31,25,30,21,13,18,10,12,22,13,12,8,11,3,5,1,10,5,6,1,3,1,1,0,1,5,0,1,0,0,0,0,0,3
Faizabad,9,177,0,58,13,7,12,17,21,17,30,25,31,41,43,59,65,101,154,162,219,283,356,453,530,617,742,816,788,827,775,734,642,545,393,316,252,161,150,122,99,72,78,71,57,41,42,39,18,36,30,27,19,14,23,10,11,15,10,18,15,22,11,12,7,8,6,5,14,9,6,9,13,16
Champhai,15,284,0,994,130,145,176,205,219,243,296,336,428,431,548,642,696,803,830,854,947,892,830,660,497,347,243,142,89,72,42,17,16,11,9,11,8,5,7,5,6,8,3,2,3,0,1,1,0,2,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,240,30,26,35,45,52,68,81,99,130,131,192,228,276,356,391,533,691,874,1063,1283,1494,1599,1583,1472,1267,1082,789,684,512,412,343,266,243,205,184,150,136,95,100,73,65,56,43,49,31,42,28,32,7,16,8,15,9,9,13,7,10,9,7,14,8,13,5,13,5,7,4,2,1,2
Purba Medinipur,19,345,0,12,0,3,2,1,1,6,2,5,2,4,8,16,11,18,31,29,59,98,139,161,263,436,498,638,776,886,1007,1043,1102,1137,1097,1103,969,875,791,645,561,473,443,309,272,206,184,157,97,78,69,75,51,47,55,24,25,36,19,32,29,20,26,23,21,22,23,13,16,17,14,14,18,103
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,8,10,17,39,39,45,38,55,59,58,68,64,64,59,58,68,58,71,75,54,48,58,53,43,41,55,704
Ganjam,21,388,0,665,82,99,125,133,142,174,229,243,326,349,345,440,546,668,729,893,1024,1333,1317,1456,1526,1804,1735,1797,1771,1605,1500,1271,1206,1091,973,875,746,708,625,556,461,359,362,300,264,207,188,175,134,103,84,85,76,64,57,64,34,39,46,33,27,24,14,17,21,9,8,13,12,3,7,4,6,55
Jhansi,9,166,0,580,84,96,86,105,122,130,204,207,274,290,375,537,623,747,1028,1094,1320,1537,1670,1666,1491,1259,1015,768,627,501,362,285,241,236,194,182,165,141,133,107,98,107,76,62,64,64,60,53,61,40,37,38,32,35,53,33,28,39,35,23,32,34,29,27,24,16,14,14,14,22,9,11,6,17
Mathura,9,145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,11,24,50,99,178,291,400,466,565,582,641,732,799,855,879,900,854,764,741,632,603,555,423,396,327,286,271,206,159,139,129,124,100,107,103,65,68,52,49,49,52,39,39,37,44,42,24,25,30,23,29,21,21,14,10,59
Bankura,19,339,0,9,0,0,2,3,3,4,0,1,7,4,13,11,10,25,38,71,128,200,323,532,829,1213,1660,2100,2414,2588,2543,2299,2011,1803,1524,1244,1033,878,685,640,575,498,385,320,296,215,216,161,127,112,98,66,63,51,45,38,33,32,18,17,13,9,13,15,16,25,15,12,3,5,7,1,5,18
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,54,167,316,552,682,659,580,481,333,271,161,104,121,109,87,79,81,55,55,35,34,28,35,22,26,29,16,16,13,14,13,17,9,15,14,13,10,5,2,0,0,0
Dhaulpur,8,106,0,3,2,1,2,3,1,3,4,9,11,14,26,32,51,62,109,136,232,298,390,516,634,783,799,817,778,748,768,726,664,615,625,551,526,466,373,300,295,234,182,132,113,107,75,60,36,41,24,14,11,24,21,12,12,15,5,15,12,19,11,4,12,4,3,6,4,2,4,3,4,6
Bageshwar,5,63,0,73,25,21,24,17,28,40,59,55,62,116,194,189,243,319,385,487,541,636,735,680,785,741,741,682,622,521,403,307,230,164,117,80,52,43,36,25,17,9,5,6,3,0,0,2,1,0,0,0,0,2,0,0,1,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,127,30,22,31,43,43,45,72,92,108,128,174,249,335,455,594,722,978,1283,1661,1967,2524,3118,3660,4034,4323,4409,4089,3794,3209,2643,2112,1636,1297,1033,735,620,429,368,317,293,230,219,179,158,125,139,116,80,80,72,77,64,56,64,48,32,36,40,41,35,23,40,29,17,22,26,26,24,21,78
Mau,9,192,0,22,2,3,6,1,6,8,11,10,10,28,19,26,25,36,56,78,77,95,111,123,121,135,170,188,174,216,233,280,294,266,343,370,429,349,364,357,344,359,244,231,188,176,162,126,95,68,57,55,42,21,31,24,12,26,23,13,26,9,15,5,8,14,7,14,8,9,5,10,6,19
Vadodara,24,486,0,53,8,5,5,8,14,19,31,33,33,50,57,81,108,117,153,245,300,396,514,659,799,1097,1307,1550,1792,2051,2147,2121,1945,1700,1544,1220,1061,912,743,696,645,549,562,470,421,377,302,279,249,261,226,220,189,193,180,153,159,127,120,109,103,86,87,85,69,64,75,63,71,82,88,76,89,213
Kolhapur,27,530,0,414,60,59,74,117,118,168,192,271,324,361,462,595,677,892,990,1191,1491,1522,1744,1692,1720,1658,1601,1502,1307,1212,1109,1005,858,792,690,580,518,471,372,342,288,238,205,158,144,137,108,92,98,84,81,69,56,44,47,55,46,39,45,38,32,36,24,32,26,11,19,23,16,13,6,6,6,8
Araria,10,209,0,239,37,31,49,51,72,85,70,115,137,126,171,218,239,276,342,375,436,477,528,611,638,633,615,609,601,548,491,432,346,363,287,269,227,223,157,170,140,134,105,83,63,37,30,32,22,18,28,22,14,14,11,8,7,9,5,5,5,4,6,11,2,2,4,1,1,1,0,0,0,0
Phek,13,266,0,484,70,80,93,108,117,139,168,196,251,246,314,323,406,435,478,545,562,576,546,505,447,357,277,195,142,102,67,40,38,41,18,26,13,16,11,9,8,7,6,8,3,5,2,5,6,3,3,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,650,80,80,122,122,138,140,214,182,249,265,301,353,422,436,563,584,658,786,881,918,1017,1128,1259,1244,1231,1073,947,774,616,455,374,272,228,204,161,138,90,69,50,49,47,48,29,26,18,15,10,10,5,15,2,13,4,4,5,6,6,5,2,1,1,0,0,0,0,0,0,0,0,0
Perambalur,33,615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,5,2,14,26,90,165,268,454,568,612,629,642,579,539,416,361,297,282,181,189,127,122,95,90,63,70,43,36,30,32,22,18,13,16,11,7,8,0,7,6,5,10,3,4,5,7,0,1,7,0,0,1
Mandsaur,23,433,0,64,11,15,15,24,22,33,45,53,69,69,131,154,173,231,303,438,555,752,972,1260,1608,1827,2040,2262,2033,1798,1490,1200,951,772,593,537,386,353,288,226,174,134,134,88,88,73,63,68,42,33,27,17,30,24,17,10,13,5,7,8,4,4,3,4,1,9,4,3,4,1,4,3,2,0
Gwalior,23,421,0,380,45,62,66,84,85,132,109,153,198,200,279,312,391,492,584,793,893,1025,1113,1184,1248,1321,1240,1147,1093,926,847,690,612,509,426,420,358,326,293,249,219,216,211,169,129,129,123,114,89,80,69,57,69,44,41,38,53,40,35,38,39,26,31,31,21,31,25,39,43,30,30,15,22,35
Guntur,28,548,0,119,24,31,24,28,40,34,48,39,71,55,79,104,133,159,165,190,278,377,404,558,671,788,993,1183,1445,1624,2067,2403,2719,2813,2834,2802,2472,2040,1678,1344,1092,933,794,686,617,521,471,420,387,345,303,224,180,186,176,140,108,90,77,79,39,50,37,45,50,35,40,22,25,8,21,8,3,30
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,5,3,8,11,5,10,6,16,23,37,65,335
Saran (chhapra),10,219,0,76,7,10,26,21,11,35,18,37,38,34,47,66,66,71,127,145,195,213,282,352,457,508,591,656,605,615,574,521,426,434,389,354,357,337,298,274,297,266,211,242,206,201,188,144,108,89,62,55,39,45,28,29,21,23,15,16,3,7,17,10,12,12,7,6,9,4,0,1,0,1
Darjiling,19,327,0,287,54,47,52,61,69,52,89,118,129,156,204,240,262,299,333,473,552,489,593,750,757,778,764,701,597,523,494,434,391,299,220,212,174,173,132,122,87,105,88,99,98,92,64,62,77,76,59,57,51,33,36,22,26,32,22,19,27,23,21,11,7,18,15,8,5,3,0,1,0,1
Chittoor,28,554,0,28,3,4,4,10,9,17,18,18,42,50,52,75,99,129,179,240,362,513,755,1180,1616,2184,2889,3625,4051,4510,4644,4365,3962,3424,2981,2554,2270,2027,1820,1492,1226,1103,968,891,766,648,529,483,420,305,264,255,202,166,145,130,139,93,75,63,67,66,47,48,55,41,59,42,10,28,20,16,28,92
Guna,23,458,0,165,34,36,47,48,48,68,74,111,116,150,169,279,355,437,534,715,841,1107,1173,1464,1665,1861,1959,1925,1898,1809,1519,1241,984,798,592,513,414,338,303,239,216,169,150,116,102,75,63,82,59,46,35,23,28,38,23,21,15,22,20,17,16,9,14,9,8,12,3,2,10,5,2,4,1,8
Banka,10,225,0,151,36,29,27,38,43,42,65,53,79,97,121,150,170,197,249,278,336,390,467,542,684,711,811,851,795,786,754,687,627,501,421,351,306,233,199,166,160,123,104,90,72,72,45,30,17,27,10,27,11,10,9,11,7,5,3,1,5,3,0,3,1,2,0,0,0,0,0,0,0,0
Chamoli,5,57,0,236,31,40,50,86,91,102,118,160,256,300,400,495,628,843,1164,1464,1856,2231,2635,3053,3324,3434,3259,2717,2041,1388,989,663,449,356,242,205,139,154,92,87,85,45,61,39,29,29,31,23,10,22,11,7,3,6,6,10,7,4,3,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0
Muzaffarnagar,9,133,0,9,0,0,1,1,0,0,2,0,4,2,7,9,5,3,24,18,27,43,72,130,188,279,432,716,1007,1234,1487,1486,1304,1274,1186,980,941,787,652,514,473,422,401,306,274,224,220,190,182,159,143,94,101,80,68,60,68,53,31,39,37,34,19,19,19,22,15,21,13,15,13,12,10,9
Sagar,23,427,0,577,111,93,132,123,206,202,254,304,371,458,559,645,778,1021,1091,1308,1565,1903,2266,2689,2867,3109,3135,3097,2877,2401,1824,1405,1120,851,675,603,542,402,360,325,258,171,190,151,130,86,109,103,55,64,57,51,54,37,32,38,33,25,33,23,21,23,10,12,8,2,8,6,6,5,4,5,5,34
