,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,35,22,12,18,11,17,10,8,23,20,22,34,25,26,32,32,783
Tiruvannamalai,33,606,0,407,55,70,73,82,97,108,127,131,147,206,222,237,282,246,323,313,379,417,480,615,686,822,947,1030,1171,1331,1404,1424,1438,1376,1329,1157,1010,867,725,546,490,406,311,257,220,160,126,100,93,75,64,48,41,27,23,30,28,25,18,12,13,15,6,10,9,6,1,2,5,1,3,5,5,18
Udupi,29,569,0,1529,163,166,224,244,233,250,257,319,338,361,388,407,434,416,401,469,425,414,425,394,386,352,311,299,275,256,235,208,216,178,180,153,159,118,129,114,106,106,66,48,59,55,46,40,37,33,28,27,25,34,31,22,21,11,15,5,14,15,14,12,8,5,6,5,4,4,2,2,0,9
Bellary,29,565,0,112,10,34,28,38,52,65,102,111,145,220,259,348,475,642,717,944,1065,1175,1352,1423,1332,1397,1383,1474,1536,1582,1478,1400,1451,1243,1077,986,907,837,710,671,606,509,507,465,376,369,348,341,321,258,239,199,198,165,135,143,108,108,96,84,74,86,61,58,49,55,44,43,22,30,42,20,28,165
Agra,9,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,9,53,108,199,276,268,271,223,220,306,410,448,521,631,739,769,829,899,882,919,857,786,781,761,661,633,520,482,411,355,277,280,213,162,173,141,148,145,111,96,79,68,66,57,65,67,50,44,676
Jamui,10,238,0,1,1,2,2,5,4,11,13,16,41,61,111,149,231,380,500,617,737,695,720,691,625,724,646,627,610,561,526,512,441,394,339,348,310,247,225,195,205,145,143,118,92,83,59,46,40,35,34,30,12,13,18,10,7,8,8,4,8,4,9,5,3,4,0,5,4,1,2,1,0,0
Harda,23,448,0,217,47,62,77,105,135,156,167,221,271,315,364,450,446,491,478,427,529,529,620,688,789,766,739,624,611,583,507,397,345,294,258,247,216,150,127,131,137,78,81,68,61,60,31,43,22,27,22,16,11,11,17,13,13,8,5,5,9,9,3,5,6,3,1,4,1,3,2,2,2,6
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,45,67,152,249,366,462,459,501,474,486,412,406,409,380,392,363,386,301,290,289,275,257,240,219,201,206,197,161,132,145,130,111,103,76,76,63,71,50,44,253
Gondiya,27,507,0,1615,204,281,269,325,371,429,447,527,570,604,635,602,681,741,676,664,656,671,676,692,712,672,659,726,738,636,602,613,540,506,465,405,367,273,281,216,192,197,172,121,119,102,86,69,62,57,47,31,24,29,32,14,20,16,15,22,15,5,15,2,11,7,6,7,3,7,7,1,3,30
Hailakandi,18,318,0,11,1,1,2,8,2,9,14,24,29,40,66,97,136,205,271,289,357,396,382,346,273,248,190,177,178,231,187,209,186,187,162,138,151,126,82,65,63,57,52,31,22,20,12,21,17,22,13,7,6,6,1,5,8,0,5,6,3,8,3,3,1,4,3,1,1,2,0,0,0,0
Churachandpur,14,274,0,471,90,122,110,129,203,202,285,379,478,606,808,978,1238,1415,1654,1792,1840,1710,1459,1103,702,530,357,232,176,143,112,75,59,48,33,27,26,31,30,26,18,16,12,14,14,12,11,7,13,8,6,6,2,3,2,4,4,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Bhopal,23,444,0,1,2,1,2,3,6,5,2,12,12,25,22,22,42,46,92,131,179,222,279,354,440,447,440,476,442,455,434,417,371,344,312,317,344,326,319,290,264,284,255,236,202,231,185,189,181,177,116,132,109,113,74,89,94,81,89,76,59,64,50,57,50,52,43,43,64,56,59,62,46,418
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,26,50,91,142,194,147,154,86,87,83,113,109,113,118,150,152,144,146,159,171,152,116,123,116,91,84,84,66,62,55,49,50,32,39,19,33,29,31,12,19,22,18,26,18,16,15,137
Sonbhadra,9,200,0,41,7,9,16,25,39,53,90,128,204,293,472,765,1021,1396,1800,2052,2219,2111,1878,1613,1308,1143,1113,977,917,812,746,759,673,603,536,449,386,327,291,239,198,167,166,154,120,112,109,83,62,75,74,53,45,56,42,43,50,47,43,50,42,46,47,37,36,47,33,40,48,40,32,27,28,155
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,7,23,40,113,212,390,659,1027,1320,1537,1585,1737,1835,1907,1801,1568,1406,1233,1093,997,921,785,710,601,591,511,437,395,329,302,234,205,166,131,95,79,91,70,58,54,25,30,26,22,19,31,22,22,12,14,9,15,8,47
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,32,72,148,206,246,488,669,784,779,632,559,495,412,389,331,274,289,245,233,212,195,175,159,137,143,78,71,55,56,36,28,28,13,21,14,11,7,11,7,11,26
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,19,51,131,277,544,835,1031,1176,1198,1353,1298,1326,1243,1162,1072,978,969,870,792,751,688,624,512,480,414,405,335,298,281,225,193,181,142,129,95,73,52,58,39,34,25,27,23,19,15,14,14,12,9,14,12,27
Shimla,2,33,0,17,5,10,6,12,22,32,46,45,85,153,250,336,530,732,1021,1373,1609,1947,2089,2233,1853,1664,1467,1218,1009,774,597,495,411,323,263,202,165,123,118,87,93,51,81,49,58,44,42,42,27,34,25,20,18,22,19,21,22,10,14,10,15,7,10,6,10,6,2,1,5,2,2,4,0,0
South 24 Parganas,19,343,0,36,10,15,17,22,34,47,59,65,109,122,199,225,267,321,355,320,364,333,307,299,244,267,282,293,301,342,329,430,497,568,577,607,647,625,615,687,687,702,675,781,781,792,796,756,760,676,665,568,557,456,397,345,303,256,227,198,176,150,115,113,106,85,78,74,63,67,67,60,62,734
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,15,27,64,130,216,398,551,642,643,681,669,694,715,856,947,1047,1095,1062,1064,912,806,721,555,483,372,288,184,160,94,73,54,47,31,13,25,25,16,22,22,13,14,12,8,14,7,6,8,9,5,3,3,5,7,16
Jaintia Hills,17,299,0,19,5,9,12,11,21,20,31,41,67,83,116,170,238,366,484,562,811,1002,1146,1383,1543,1564,1350,1072,769,537,416,321,293,271,233,203,175,165,146,119,99,107,98,92,73,60,54,69,49,38,40,45,37,28,36,18,19,16,18,14,13,7,5,14,11,8,8,2,4,2,3,2,3,7
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,48,82,130,204,278,383,415,460,589,518,508,470,444,436,384,317,263,277,237,187,125,138,116,96,96,61,64,43,39,35,26,35,38,23,28,21,23,18,17,22,9,86
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,9,15,40,49,71,124,220,440,725,1075,1396,1516,1502,1479,1163,1049,953,850,689,604,566,500,441,357,384,272,274,227,245,262,209,170,175,159,161,123,89,95,66,80,59,50,32,34,21,22,29,28,205
Mandi,2,27,0,4,0,5,1,5,2,9,12,12,24,38,78,85,147,232,423,553,782,1064,1222,1366,1364,1344,1224,1104,1017,921,830,734,663,523,442,361,311,249,194,166,158,110,110,120,83,65,59,57,55,43,45,27,27,18,25,21,14,12,9,12,7,8,5,7,8,1,4,3,1,1,1,1,1,2
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,24,26,40,55,63,91,92,106,103,114,120,113,110,126,113,116,152,144,143,128,138,120,116,89,106,86,90,70,79,59,63,69,727
Hoshangabad,23,449,0,574,113,141,152,178,249,317,402,482,509,692,771,844,813,907,923,828,768,726,786,833,853,943,977,1035,1052,1154,1168,1059,986,942,859,717,710,631,572,462,397,370,304,264,239,190,179,123,118,105,82,73,47,58,62,39,45,21,18,25,29,12,22,14,16,13,18,12,10,6,15,7,9,13
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,21,69,152,265,439,520,496,451,421,506,566,671,790,882,853,946,969,877,821,720,679,609,494,431,378,294,254,197,160,105,97,81,59,60,60,45,54,32,38,41,31,28,18,14,21,19,12,10,9,8,67
Jodhpur,8,113,0,9,2,0,0,4,2,3,4,1,4,4,7,7,17,21,39,61,127,247,466,880,1628,2694,4071,5353,6392,7258,7976,8176,7747,7245,6583,5796,4935,4024,3308,2662,2406,1881,1479,1260,1050,854,728,636,484,413,387,378,282,263,235,195,171,180,164,131,118,121,101,75,84,46,59,69,62,41,59,66,63,540
Anuppur,23,461,0,635,97,132,154,186,228,291,337,372,475,545,552,615,669,698,624,583,526,482,538,470,494,491,441,447,405,398,404,364,335,298,271,248,246,225,214,177,151,164,128,127,104,102,83,69,82,58,55,40,56,49,49,32,31,21,40,29,23,17,25,15,18,19,16,11,13,12,7,7,10,11
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,8,5,6,4,5,8,14,19,23,32,33,22,21,17,12,12,16,12,10,9,10,5,11,11,6,12,280
Thiruvarur,33,619,0,68,10,13,11,17,15,15,19,22,14,24,38,28,44,36,47,78,88,112,124,185,246,292,306,367,462,481,500,504,456,515,539,472,411,385,294,253,218,185,163,124,114,87,70,50,41,39,32,22,35,22,19,20,15,21,10,9,12,16,10,10,13,6,6,7,4,0,2,1,1,18
Uttara Kannada,29,563,0,4983,474,469,493,540,498,553,606,584,611,640,583,596,547,545,541,509,442,423,364,349,337,303,263,255,231,253,225,204,175,195,161,153,135,127,103,89,82,79,62,54,54,55,46,51,44,44,38,30,23,33,23,28,31,26,28,26,20,21,17,19,14,10,11,11,6,1,8,6,6,7
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,21,45,106,252,492,886,1388,1875,1861,1625,981,490,209,130,94,91,81,84,70,52,46,48,44,24,20,23,20,16,13,10,4,12,8,3,6,2,7,1,4,2,4,2,3,2,3,1,2,2,0,2,0,1,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,13,35,49,107,157,292,487,641,948,1233,1524,1745,2069,2413,2384,2263,2224,1998,1739,1556,1418,1176,997,864,755,576,480,424,332,292,213,194,161,127,115,72,69,50,77,46,31,24,33,27,26,21,14,12,16,17,9,11,3,3,5,4,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,17,73,162,236,350,483,448,477,508,466,435,388,380,320,272,263,225,191,171,156,163,136,137,133,121,120,116,103,87,82,67,79,65,55,35,33,37,35,27,25,20,200
Mandla,23,454,0,2736,368,473,531,632,665,780,856,1003,1090,1055,1167,1292,1278,1412,1425,1451,1433,1433,1306,1096,982,872,819,693,610,528,474,442,357,294,248,238,180,153,162,142,105,87,109,67,59,42,42,34,36,24,20,15,16,11,12,9,10,9,8,3,7,6,4,6,1,4,4,2,0,1,0,1,1,5
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,13,30,69,122,198,228,350,431,506,620,741,883,1003,948,917,777,722,617,504,427,359,293,204,178,138,135,94,83,71,74,52,59,53,38,40,26,32,15,17,21,15,14,13,17,12,10,8,9,11,7,89
Champhai,15,284,0,712,95,137,179,223,271,305,346,475,534,603,726,874,938,978,1080,1071,1048,865,744,565,412,285,209,126,96,64,43,26,32,20,19,18,12,9,8,9,5,8,3,6,5,3,1,4,1,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,20,64,113,260,530,879,1333,1796,2030,2096,1867,1440,1255,1062,848,692,597,526,445,381,290,251,240,192,166,136,113,85,88,74,63,59,49,49,31,44,26,24,24,12,12,16,12,10,6,10,4,11,13,6,9,15,10,10,7,22
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,5,6,8,15,11,29,57,72,101,128,158,144,198,197,283,353,452,541,627,726,940,968,1073,1178,1183,1149,1110,1033,940,757,569,472,367,280,219,172,118,100,91,62,57,59,42,46,37,35,35,33,19,32,24,19,21,16,173
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,10,5,11,9,17,31,37,29,47,32,57,61,57,65,62,47,78,93,85,57,64,60,64,942
Ganjam,21,388,0,621,114,176,211,241,311,385,515,578,716,876,1007,1061,1211,1219,1264,1218,1276,1256,1167,1183,1257,1282,1229,1265,1228,1141,1198,1142,1001,953,896,813,740,648,579,544,467,437,348,327,276,220,200,148,171,131,90,84,77,60,45,49,50,44,53,26,28,33,17,20,15,13,11,12,7,8,10,6,8,57
Jhansi,9,166,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,12,30,64,162,321,594,988,1381,1645,1636,1617,1500,1292,1100,954,869,748,686,700,614,509,516,475,449,368,322,283,270,260,213,202,150,144,138,126,108,79,89,59,69,57,50,58,48,62,42,28,36,41,40,28,20,26,41,30,23,160
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,40,106,228,431,556,715,876,874,860,841,836,918,829,806,758,743,627,541,421,360,333,279,228,249,211,167,129,124,106,96,70,78,69,50,51,56,45,35,33,37,30,30,25,285
Bankura,19,339,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,13,16,38,65,94,175,316,529,769,999,1409,1730,1938,2015,2126,2082,1929,1850,1726,1468,1389,1170,988,881,750,693,545,436,377,281,230,174,168,144,132,99,95,74,55,49,52,30,32,36,29,18,26,16,14,15,14,21,14,8,29
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,68,108,202,252,395,433,427,413,413,418,321,295,227,190,157,147,109,89,80,59,66,54,57,30,29,16,25,28,24,16,9,17,20,17,19,11,12,13,49
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,38,95,206,354,482,597,511,458,434,463,431,437,447,430,442,581,613,628,645,644,635,546,502,474,406,363,341,270,196,174,127,104,82,63,43,43,20,23,15,24,9,13,10,21,12,16,17,10,11,10,9,7,6,51
Bageshwar,5,63,0,53,11,9,22,17,21,32,40,54,94,123,166,190,267,299,402,433,525,568,682,688,668,673,591,522,493,454,364,298,261,247,204,177,159,116,122,89,77,55,44,47,36,37,23,26,12,10,5,10,5,3,6,3,1,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,4010,448,544,589,606,722,847,927,1051,1094,1179,1319,1355,1425,1428,1482,1564,1618,1697,1680,1636,1654,1655,1658,1567,1510,1437,1233,1190,1029,924,791,697,687,612,506,445,405,382,328,307,262,259,219,170,174,164,133,111,94,91,90,74,73,58,62,50,55,42,48,51,40,31,24,33,33,38,27,23,21,162
Mau,9,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,11,13,13,27,45,35,36,52,59,64,60,100,133,172,214,259,314,386,390,494,469,485,532,482,453,391,334,230,201,174,154,118,108,86,65,45,45,33,24,30,20,12,18,24,19,17,15,11,9,9,9,6,5,52
Vadodara,24,486,0,52,8,12,17,13,22,28,28,41,55,69,84,132,151,192,269,350,422,542,680,767,990,1138,1385,1679,1756,1886,1874,1639,1523,1363,1244,1096,1023,928,844,723,719,631,595,505,470,417,347,324,304,290,224,192,184,203,164,133,158,126,118,116,119,86,81,74,81,70,57,66,54,78,63,55,65,433
Kolhapur,27,530,0,2931,310,343,341,368,441,439,468,513,487,568,594,604,613,602,681,643,678,668,685,697,728,729,685,704,633,669,586,586,566,525,483,469,433,357,326,331,304,259,222,219,196,154,153,152,110,87,108,89,96,65,65,63,53,58,61,52,43,36,38,32,30,27,33,28,28,25,23,18,17,55
Araria,10,209,0,0,0,0,0,0,0,1,1,0,1,1,3,5,7,18,58,108,179,338,525,676,833,817,849,733,659,580,615,547,485,455,392,383,353,327,307,290,260,256,239,206,189,141,135,82,90,67,71,48,32,26,23,21,13,13,16,16,6,5,6,9,9,4,4,7,4,8,2,4,8,4
Phek,13,266,0,67,9,20,23,30,39,49,62,86,127,184,228,289,388,552,662,784,871,901,852,732,525,383,234,168,142,94,80,74,62,52,44,38,39,23,35,22,14,15,13,12,9,10,4,6,2,2,5,7,4,1,3,0,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,1,0,0,0,0,4,2,1,2,3,8,12,15,43,55,131,221,333,578,796,1170,1430,1605,1699,1680,1612,1461,1283,1157,999,824,672,549,465,345,348,261,199,150,139,89,91,72,58,36,23,28,27,25,21,14,9,12,12,11,13,10,6,11,10,6,8,3,2,2,6,5,3,3,3,7
Perambalur,33,615,0,4,3,1,1,2,3,3,4,8,13,11,13,19,24,48,82,100,129,149,214,253,322,382,385,404,408,439,411,391,372,323,325,286,226,167,186,169,119,140,111,96,72,56,43,44,32,28,15,17,15,24,16,9,17,6,5,9,9,5,8,4,3,5,3,2,1,1,1,0,0,0
Mandsaur,23,433,0,0,0,1,0,0,1,0,0,1,3,4,6,5,16,30,51,79,123,178,314,453,623,938,1242,1699,2068,2264,2131,1978,1647,1380,1207,1016,830,695,559,560,440,346,329,279,211,193,148,135,121,87,74,64,40,38,25,29,23,27,22,13,17,16,11,11,11,6,8,4,5,2,5,7,6,16
Gwalior,23,421,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,9,20,51,125,235,373,556,766,948,1136,1345,1419,1429,1338,1274,1159,1014,977,862,779,759,731,604,530,457,426,379,352,308,290,255,224,182,185,172,143,159,128,111,83,79,50,52,58,53,53,40,46,41,37,36,25,29,23,24,28,361
Guntur,28,548,0,243,48,43,58,60,89,135,148,201,254,272,362,467,632,686,887,1057,1229,1503,1618,1810,2053,2163,2388,2553,2543,2287,2166,1991,1717,1593,1446,1313,1221,1099,984,930,819,807,670,607,619,495,418,405,361,337,270,200,236,190,148,144,105,88,78,74,63,51,67,44,39,26,35,36,27,28,25,14,16,31
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,5,5,1,4,6,7,6,20,25,43,49,352
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,16,26,43,82,124,184,264,298,435,462,500,583,623,715,699,648,630,614,513,542,489,420,366,368,305,293,285,228,185,140,96,104,93,65,56,55,49,22,21,14,18,22,15,8,5,8,10,4,9,5,5,20
Darjiling,19,327,0,5,1,2,1,4,6,11,13,22,27,52,59,114,116,185,215,286,377,465,510,607,723,708,753,725,714,707,685,643,588,518,441,360,341,301,281,230,223,192,205,162,154,152,134,101,128,105,104,88,89,72,74,58,60,43,57,40,51,38,18,19,27,29,18,17,13,17,8,10,11,79
Chittoor,28,554,0,1473,225,262,329,373,467,554,618,769,837,1050,1207,1387,1583,1696,1957,2067,2200,2357,2468,2427,2402,2354,2300,2202,2098,2061,1975,1885,1801,1663,1667,1462,1324,1269,1105,999,869,784,709,593,535,464,385,301,284,245,201,154,140,140,123,114,93,83,67,72,71,71,49,49,34,36,40,30,25,27,15,20,11,91
Guna,23,458,0,1,0,0,0,0,1,1,1,0,1,6,11,14,16,27,61,120,188,316,539,773,1092,1411,1654,1864,2030,2088,2043,1919,1677,1484,1257,1129,951,803,646,549,449,393,334,261,261,203,187,123,111,92,85,61,64,44,52,48,35,29,26,32,30,22,18,18,22,22,18,11,13,11,10,12,11,54
Banka,10,225,0,0,0,0,0,1,0,1,2,4,3,11,31,40,67,110,194,320,475,613,742,718,703,657,655,560,629,603,536,535,554,515,508,492,498,406,404,329,305,296,232,197,172,142,114,81,62,40,40,22,27,17,6,11,8,6,4,1,5,4,4,4,2,0,1,0,1,0,0,0,0,0
Chamoli,5,57,0,134,32,43,51,56,80,124,148,213,293,357,499,701,843,1107,1425,1547,1979,2233,2408,2749,3042,3242,2962,2224,1411,783,558,466,470,389,411,369,383,322,288,267,216,200,163,154,118,98,70,54,63,48,36,30,26,29,15,24,17,10,11,8,12,11,9,7,7,14,7,5,4,4,7,3,7,9
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,14,31,66,145,209,222,298,381,517,757,965,1029,1194,1198,1138,1162,1092,982,939,804,723,640,519,483,431,375,305,300,241,200,206,148,129,91,89,89,69,55,53,38,37,34,33,27,23,16,14,153
Sagar,23,427,0,51,13,20,31,30,27,61,65,97,141,222,306,379,526,697,962,1242,1486,1799,2047,2334,2452,2561,2502,2408,2236,2117,1961,1801,1581,1428,1305,1215,1054,873,808,705,640,622,579,493,437,359,286,252,239,171,164,152,125,110,117,69,82,68,82,55,40,37,43,23,38,37,25,23,17,18,11,15,11,48
