,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,77,168,195,246,376,437,395,372,335,357,316,323,258,230,226,224,191,180,154,115,132,102,89,68,52,57,47,38,33,33,27,20,23,19,14,14,9,3,9,7,22
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,30,52,88,133,148,198,213,236,234,266,259,327,332,332,281,283,242,222,192,183,165,145,127,122,100,98,107,87,86,67,71,71,61,46,41,41,45,24,31,24,22,13,14,10,42
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,28,57,138,300,557,988,1549,1952,2184,2149,1816,1531,1254,1015,764,613,500,369,322,246,217,181,176,147,136,135,104,64,75,74,47,37,27,18,15,14,20,12,12,19,13,12,8,11,21,18,9,11,6,1,2,1,3,14
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,13,34,77,225,471,1052,1769,2260,2255,1941,1465,1006,623,469,303,220,175,111,84,72,58,69,49,36,29,23,23,22,19,14,10,8,9,5,7,7,11,8,4,4,2,6,3,4,2,0,0,0,0,0
Bikaner,8,101,0,144,13,16,17,22,26,30,41,56,79,74,112,115,165,215,309,402,498,856,1398,2475,4751,9382,15704,20443,19878,14824,10398,7701,5679,4370,3320,2357,1811,1477,1138,844,705,600,526,465,396,357,293,291,263,211,198,160,115,118,87,78,100,71,61,67,62,54,57,37,42,45,44,43,33,41,32,27,22,82
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,23,21,10,15,15,17,19,16,16,20,30,24,31,31,25,31,39,44,43,44,588
Tiruvannamalai,33,606,0,20,4,5,10,8,6,8,15,22,23,39,44,58,76,116,146,189,228,275,400,496,558,648,756,806,937,1180,1337,1463,1557,1677,1628,1505,1499,1291,1146,937,835,647,548,466,362,281,226,179,127,125,90,73,60,48,33,41,30,30,29,15,14,14,13,10,11,6,7,5,4,6,6,2,4,23
Udupi,29,569,0,152,29,28,31,24,40,54,44,66,100,104,142,157,172,219,278,322,425,484,637,709,812,927,1021,977,925,875,760,795,610,547,483,375,340,320,254,201,140,120,128,101,92,78,68,53,35,44,41,36,28,29,31,33,13,14,14,21,17,18,15,8,9,9,3,5,2,1,5,3,1,3
Bellary,29,565,0,57,10,11,14,12,16,20,28,30,55,61,104,116,176,210,337,429,540,737,928,1166,1429,1671,1837,2028,2044,2083,1991,1761,1622,1495,1288,1116,1012,896,749,653,612,555,480,441,384,380,322,331,277,273,241,192,188,156,153,128,130,122,113,108,80,86,84,69,58,41,58,38,39,34,27,26,24,181
Agra,9,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,25,91,200,408,593,966,1234,1483,1554,1485,1312,1119,952,785,715,598,533,450,389,329,292,248,199,166,160,175,139,116,108,117,73,71,62,66,59,39,55,42,35,45,43,42,33,53,36,57,37,62,292
Jamui,10,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,26,71,151,417,738,1366,1888,2031,1913,1551,1061,633,472,288,209,147,116,88,59,39,33,21,21,19,12,7,13,9,13,7,7,3,7,3,7,5,5,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0
Harda,23,448,0,0,0,0,0,0,1,0,0,1,2,4,6,2,8,21,54,104,149,277,453,672,841,944,1022,1024,1124,1338,1245,1083,800,608,413,333,254,234,194,186,158,128,123,92,84,67,61,48,32,32,21,18,19,20,11,11,14,8,9,4,2,8,6,2,3,5,3,3,1,2,4,1,5,0
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,31,146,295,467,618,754,618,557,491,423,470,428,387,350,330,288,261,239,261,251,208,199,169,184,166,162,150,119,129,75,81,76,58,82,57,54,43,47,43,43,91
Gondiya,27,507,0,4,2,0,2,0,2,3,4,2,12,12,17,39,42,85,111,148,221,374,552,779,1015,1278,1469,1580,1577,1455,1278,1175,1144,1061,927,856,790,676,592,530,471,462,377,327,279,307,231,198,173,142,120,103,95,74,48,42,42,34,32,33,20,16,15,12,14,11,5,6,7,6,3,4,6,48
Hailakandi,18,318,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,7,14,42,82,153,308,458,619,717,646,442,323,293,268,250,244,216,192,147,90,69,56,33,30,28,22,17,17,13,10,13,7,9,4,3,6,3,6,2,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Churachandpur,14,274,0,6,0,1,0,2,2,3,3,4,8,4,17,31,59,98,173,304,473,739,1013,1322,1607,1768,1971,2096,2082,1834,1453,1010,733,491,271,182,106,61,41,28,22,24,14,19,11,8,13,13,3,9,2,7,4,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,24,50,123,232,391,543,643,699,673,609,558,513,518,440,394,383,342,373,327,290,286,249,248,224,208,199,165,139,150,143,129,85,123,84,74,92,71,53,59,60,52,47,53,56,48,61,51,49,49,48,445
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,22,85,151,239,202,165,103,125,144,160,154,198,204,182,161,163,155,141,142,98,92,90,69,72,70,57,46,41,38,36,20,21,28,20,22,16,19,14,11,26,18,9,10,10,13,86
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,8,25,52,131,313,677,1324,2352,3278,3810,3675,2905,2281,1580,1282,1002,749,585,453,414,340,221,241,210,170,163,151,123,92,94,81,61,62,60,55,56,52,43,39,39,41,48,40,39,47,40,37,51,35,29,38,29,25,30,25,108
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,13,46,163,401,853,1513,2015,2372,2490,2276,2009,1710,1468,1315,1128,1000,824,817,686,622,559,508,422,342,306,255,224,190,143,137,114,89,74,62,64,53,34,27,26,27,16,21,20,18,14,14,12,10,5,7,39
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,102,249,500,782,926,879,709,556,428,417,336,312,293,267,244,198,200,206,170,169,141,121,112,74,62,64,47,33,33,19,10,16,21,10,11,3,6,5,7,4,14
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,50,121,285,663,939,1439,1789,1912,1996,1880,1513,1258,1141,922,858,708,637,570,541,464,425,358,297,289,225,182,182,149,108,109,75,70,60,57,41,27,21,22,21,19,18,18,14,12,10,8,7,8,4,2,6
Shimla,2,33,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8,13,34,70,203,392,881,1739,2637,3182,2907,2515,1906,1533,1184,946,716,603,464,390,293,219,243,132,126,100,96,63,64,45,60,36,38,30,34,26,16,18,15,19,22,14,9,12,7,7,3,8,2,2,1,3,0,1,0,0,0
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,1,0,2,3,6,7,14,21,38,70,126,240,359,531,707,870,987,895,830,804,866,809,825,821,754,754,803,742,881,859,879,876,734,736,656,548,468,493,358,344,319,294,227,214,204,176,160,150,118,107,87,106,81,72,87,57,71,63,54,73,49,63,62,563
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,32,123,502,1287,1968,2377,2318,1952,1616,1292,901,595,393,294,193,128,116,83,53,49,40,32,47,30,18,18,11,13,8,8,12,10,7,13,6,3,1,4,1,2,1,0,0,0,0,0,0
Jaintia Hills,17,299,0,4,2,1,2,1,1,2,8,10,12,8,12,17,36,53,60,141,180,255,344,470,643,730,903,1028,1305,1526,1629,1527,1331,1059,829,628,429,284,199,199,141,111,103,88,77,76,66,48,43,34,28,31,26,21,15,14,11,14,11,5,6,5,9,5,2,1,4,2,0,0,0,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,221,397,576,751,840,765,676,552,506,434,355,277,230,177,129,102,90,74,77,55,52,34,27,42,28,39,30,29,27,30,24,14,21,17,16,7,10,11,6,3,0
Hisar,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,69,187,555,1167,1940,2304,2095,1688,1369,1083,862,672,596,509,424,371,349,302,281,249,255,211,198,195,155,155,130,115,106,91,75,72,55,64,48,39,32,31,31,22,24,24,21,9,69
Mandi,2,27,0,0,0,0,0,0,0,0,1,0,1,2,5,3,4,5,19,26,63,131,243,478,856,1309,1867,2152,2047,1870,1596,1300,996,780,528,414,321,267,203,189,167,118,91,95,72,68,60,50,51,32,22,17,14,21,10,8,10,11,8,4,3,4,2,2,6,2,2,1,3,0,0,0,1,0
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,35,41,55,60,76,71,79,95,117,112,117,137,121,145,158,127,172,167,151,140,121,100,95,100,78,53,81,71,50,55,60,52,46,49,64,52,57,445
Hoshangabad,23,449,0,0,0,0,0,0,0,0,0,1,1,3,6,9,14,31,61,122,211,442,756,1277,1733,2139,2212,2079,1864,2008,1987,1878,1742,1404,1172,892,764,666,566,463,387,312,262,253,198,164,134,121,95,93,97,83,72,61,43,40,31,27,23,18,23,19,18,24,16,8,13,12,13,9,8,3,6,21
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,82,236,457,723,849,953,1203,1355,1585,1457,1413,1202,930,711,560,395,285,259,175,165,103,96,85,72,55,55,36,48,30,37,40,29,26,25,17,8,16,6,16,6,8,6,4,7,3,0,0
Jodhpur,8,113,0,14,1,2,3,0,2,3,7,5,5,10,17,20,28,42,52,105,164,219,329,580,1012,1910,3887,7193,10427,12224,11461,10023,8140,6547,5141,4058,3257,2644,1983,1614,1224,1087,866,728,665,497,434,426,328,274,284,235,217,203,143,178,116,120,110,91,94,69,79,63,66,74,48,55,60,67,52,69,51,405
Anuppur,23,461,0,0,0,0,0,0,0,0,0,4,0,3,9,9,16,26,38,68,111,197,391,535,857,1182,1373,1461,1286,1125,921,815,753,642,483,461,434,417,325,293,256,242,180,174,156,140,142,100,107,89,78,58,63,52,49,46,39,33,31,28,18,16,22,20,21,21,19,17,17,12,16,11,5,14
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,5,5,5,4,2,4,5,3,12,14,14,27,22,23,20,21,17,13,13,17,13,8,17,12,9,4,8,14,7,11,273
Thiruvarur,33,619,0,12,2,1,3,5,7,5,9,17,13,14,15,18,25,36,27,44,64,48,58,66,69,82,98,139,214,320,386,495,568,645,655,628,625,583,578,486,417,310,279,237,199,136,107,85,63,49,45,51,33,27,26,22,27,16,11,15,12,8,13,10,5,7,4,6,5,6,2,2,1,14
Uttara Kannada,29,563,0,1095,130,156,212,261,297,311,315,447,475,602,738,855,997,1204,1269,1515,1833,1942,2096,2209,2410,2265,2226,1936,1765,1526,1310,1140,1012,801,662,517,367,276,195,187,131,122,118,79,56,53,62,51,40,41,39,32,30,27,27,19,18,22,24,25,12,15,16,12,12,5,12,5,3,0,3,0,3,0
Bandipore,1,9,0,0,0,0,0,1,0,0,0,1,2,0,8,11,27,34,49,151,270,473,843,1356,1686,1706,1416,927,574,331,196,115,95,68,66,71,59,65,72,59,51,56,48,39,36,39,26,26,22,11,8,9,10,9,2,4,5,4,4,7,5,3,4,2,0,4,2,2,3,0,2,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,20,55,169,493,937,1583,2412,3065,3522,3291,2955,2603,2163,1749,1446,1206,942,778,615,510,403,312,239,185,152,125,78,78,74,67,51,34,37,22,29,29,24,18,19,24,13,13,9,5,7,3,3,3,0,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,79,168,341,493,588,639,598,557,501,440,377,297,254,225,196,200,157,140,134,115,126,91,99,109,109,91,87,75,71,54,48,50,34,42,33,25,21,23,20,23,26,130
Mandla,23,454,0,3,2,0,1,4,2,5,8,5,3,19,35,44,78,131,227,374,630,1098,1760,2429,3194,3864,3712,3340,2593,1874,1294,1076,805,669,532,468,383,305,285,257,205,192,148,122,114,90,71,62,54,36,29,41,29,19,16,21,18,12,14,7,12,7,4,2,7,2,2,0,0,1,0,2,1,4
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,67,268,673,1222,1631,1660,1533,1244,902,690,461,340,248,197,160,112,98,80,77,82,73,52,38,34,30,22,20,16,14,26,20,10,14,18,9,16,15,13,11,12,13,8,8,9,13,4,14
Champhai,15,284,0,5,0,2,0,1,1,7,2,3,3,8,14,23,38,74,148,216,340,652,945,1184,1537,1566,1608,1669,1423,1196,789,491,293,171,101,45,35,22,14,15,9,5,4,3,6,1,3,0,4,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,39,109,273,769,1731,3272,4135,3651,1981,1065,670,478,403,288,239,191,182,150,134,95,107,98,56,51,41,32,25,18,16,17,14,15,7,10,12,9,8,8,4,7,1,2,1,5,1,2,1,0,0,2
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,5,24,48,93,166,315,414,547,708,943,1120,1225,1271,1267,1256,1202,1125,901,786,673,587,488,419,280,224,222,159,129,106,63,60,65,80,42,39,38,26,29,29,25,25,27,17,33,31,24,22,19,16,124
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,9,14,32,38,34,47,29,44,72,54,53,51,60,54,63,65,55,68,70,54,50,58,59,62,811
Ganjam,21,388,0,1,0,2,3,0,1,1,3,2,4,0,14,13,27,27,37,91,123,188,284,496,732,1137,1621,2218,2755,3165,3120,2885,2568,2279,1980,1691,1434,1131,925,836,778,543,490,413,324,294,201,200,175,142,110,102,82,58,50,44,47,53,35,36,27,26,24,13,14,15,12,7,8,5,9,6,1,53
Jhansi,9,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,16,38,107,246,561,1163,2128,2904,3437,2829,1962,1222,896,688,537,470,424,379,274,270,219,175,161,126,111,101,72,94,65,50,56,67,51,42,45,51,41,34,39,34,39,37,37,31,31,21,24,22,24,16,19,42
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,145,416,833,1099,1194,1264,1216,1156,1052,964,870,730,656,504,444,329,284,210,206,158,146,123,111,87,92,89,74,65,76,47,50,49,39,37,30,42,44,32,35,29,20,12,14,4,6,56
Bankura,19,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,43,107,259,537,1101,1799,2675,3115,3135,2921,2643,2266,1683,1393,1133,1012,781,638,540,471,353,286,237,177,170,135,93,118,99,64,53,42,39,24,35,25,18,11,15,11,12,26,14,14,10,7,8,12
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,82,252,462,586,646,611,500,415,319,229,173,148,117,108,73,61,61,51,57,35,34,32,23,22,27,20,15,25,16,13,8,18,11,6,14,12,11,6,6,0
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,14,56,171,367,675,876,988,942,848,816,831,793,801,732,677,604,499,473,415,359,275,275,210,159,120,104,82,46,55,33,41,30,18,19,21,19,14,13,13,15,11,8,10,11,6,5,10,6,3,7,25
Bageshwar,5,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,21,48,106,194,370,628,1064,1510,1666,1363,1059,804,589,387,258,169,138,79,49,27,15,11,10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,44,5,11,12,13,19,14,23,41,55,55,72,115,152,179,274,361,503,600,842,1035,1406,1721,2024,2578,2932,3325,3627,3940,3890,3843,3581,3387,3018,2438,1917,1519,1167,821,681,547,453,385,327,253,219,222,142,126,105,86,77,84,66,74,60,56,60,36,28,39,37,41,28,31,14,25,25,30,17,128
Mau,9,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,21,59,140,240,339,548,720,840,834,818,552,448,357,286,231,200,156,105,107,78,72,52,55,30,33,33,19,16,16,20,18,10,11,5,9,11,4,2,9,5,10,8,6,10,5,7
Vadodara,24,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,11,55,131,322,564,975,1360,2006,2726,3087,3212,2653,2138,1684,1336,1219,1018,909,775,707,602,502,477,429,355,329,247,205,187,185,150,151,145,135,131,109,93,114,87,74,84,65,73,69,55,69,48,57,59,70,61,336
Kolhapur,27,530,0,25,7,3,2,5,8,17,12,9,18,18,33,38,63,76,96,133,220,276,368,523,711,873,1180,1501,1884,2203,2458,2440,2397,2278,2080,1731,1512,1187,951,842,630,505,408,360,267,235,222,172,143,113,91,88,98,73,60,61,56,48,40,45,47,27,42,25,36,17,20,14,12,5,8,3,4,6
Araria,10,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,22,42,157,382,797,1221,1685,1844,1563,1254,937,679,497,368,259,206,142,118,92,59,51,35,37,22,14,11,10,7,9,9,4,7,6,5,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Phek,13,266,0,0,0,0,0,0,0,0,1,0,3,6,11,7,20,33,64,117,218,316,447,572,807,908,1180,1233,1094,817,506,287,143,87,55,40,37,19,25,24,6,12,7,10,3,4,3,2,3,2,2,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,11,22,61,141,353,676,1160,1717,2332,2359,2226,1835,1441,1108,867,731,615,503,419,362,296,274,241,202,160,117,109,76,73,59,50,39,39,33,16,24,17,10,11,15,8,7,7,9,9,7,4,3,2,3,2,3,10
Perambalur,33,615,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,4,8,6,28,26,57,107,159,266,345,448,500,526,501,495,487,413,392,370,305,248,220,196,151,156,137,107,82,82,49,54,37,34,24,22,18,26,12,7,15,11,7,7,6,4,5,8,8,7,4,0,2,3,0,1,0
Mandsaur,23,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,32,59,113,248,440,714,1070,1611,2271,2913,2916,2336,1774,1374,1111,893,733,571,516,475,424,321,336,269,206,207,132,132,105,90,78,54,46,41,32,35,28,23,35,13,7,12,11,5,3,5,3,7,7,1,3,2,4,11
Gwalior,23,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,24,57,143,336,711,1314,2043,2346,2379,2105,1701,1315,1177,993,749,675,536,485,419,404,343,329,290,268,222,199,165,140,137,101,86,98,75,68,63,48,43,54,52,28,43,32,33,36,31,25,39,31,41,26,40,39,189
Guntur,28,548,0,17,2,7,10,6,4,5,19,17,28,31,47,59,89,116,177,233,357,508,643,923,1204,1472,1843,2221,2535,2995,3097,3080,3107,2806,2460,2133,1803,1513,1353,1239,1059,1011,873,825,704,630,559,522,448,424,356,306,266,220,210,200,151,134,117,106,90,57,67,66,49,55,54,29,28,26,17,17,14,47
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,6,1,3,3,5,5,9,8,14,21,54,398
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,27,101,310,679,1010,1127,1070,984,966,835,667,610,515,458,416,375,304,250,244,144,140,107,73,73,55,64,33,32,30,18,23,11,3,10,8,5,6,4,3,1,1,1,0,0,0,0,0
Darjiling,19,327,0,0,0,0,2,1,0,1,0,0,2,5,5,7,12,20,31,39,104,147,245,326,511,677,852,987,1040,1012,1050,1003,859,758,663,576,466,405,299,252,214,172,145,138,131,112,97,108,102,81,66,72,67,71,59,57,43,43,29,23,23,19,18,14,14,19,14,15,9,7,5,5,8,35
Chittoor,28,554,0,54,13,9,16,14,20,37,40,54,76,90,147,194,228,358,474,673,972,1294,1725,2275,2920,3352,3772,3948,3974,3733,3441,3253,2909,2587,2292,2145,1965,1847,1495,1329,1225,1031,898,761,652,612,499,450,397,294,273,230,200,177,162,138,115,107,101,75,71,67,52,56,38,40,36,41,35,26,32,19,17,113
Guna,23,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,32,79,305,632,1179,1646,2260,2521,2608,2428,2081,1863,1590,1421,1080,905,786,621,516,443,379,367,297,261,220,183,150,112,95,90,68,71,60,57,48,37,25,26,33,32,17,18,22,19,23,19,12,16,12,8,50
Banka,10,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,21,48,103,288,639,1051,1668,1808,1830,1521,1191,976,743,501,382,266,173,128,91,76,55,28,28,23,14,11,10,2,6,9,6,6,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamoli,5,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,11,8,23,53,102,273,557,1155,2267,3555,5036,5758,5183,4015,2366,1376,905,768,574,506,382,319,254,192,108,86,78,64,45,34,24,27,24,17,21,19,8,8,15,9,11,10,7,7,4,8,6,3,5,5,3,1,0,2,0,1,0
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,60,189,545,1267,1787,1950,1816,1538,1424,1229,1054,852,715,564,492,414,304,323,282,220,181,174,146,129,131,91,69,81,64,48,54,50,44,36,30,45,33,37,19,29,26,12,17,18,11,11,47
