,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,25,84,126,152,185,198,124,86,109,166,198,192,191,199,176,170,155,177,127,126,96,107,75,83,67,50,47,40,24,42,24,26,23,16,19,14,25,13,16,24,11,10,15,14,12,24,63
Sonbhadra,9,200,0,1,1,0,1,5,4,5,9,10,17,23,30,52,84,150,260,368,594,937,1353,1665,2167,2281,2188,1993,1684,1510,1293,1137,1043,973,827,802,717,684,648,582,565,466,403,286,249,197,170,153,118,99,67,80,61,55,57,52,53,49,39,46,52,60,41,45,42,25,43,35,42,22,29,18,26,76
Jhalawar,8,129,0,2,0,0,0,0,1,3,4,1,1,5,12,15,18,32,35,72,99,140,190,272,393,568,798,1077,1340,1607,1734,1705,1616,1511,1345,1261,1150,1051,983,944,857,822,727,706,616,544,498,419,372,305,282,252,172,161,136,104,75,74,57,53,40,36,31,25,31,24,33,26,19,18,8,8,6,40
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,26,50,91,121,188,331,555,684,767,779,713,615,538,440,405,343,301,292,264,222,198,183,121,124,85,81,59,41,26,23,13,20,12,12,17,10,7,8,4,5,3,0,0,4
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,9,14,39,90,172,315,443,526,715,815,848,948,1049,1167,1305,1244,1175,1106,1039,901,858,820,733,717,700,609,528,521,481,460,341,330,267,251,196,176,123,102,73,54,59,44,35,21,21,16,17,12,11,14,10,7,4,7,12
Shimla,2,33,0,1,0,2,2,1,4,4,5,8,10,24,39,58,90,206,305,506,770,1224,1623,2048,2308,2328,2275,2018,1822,1470,1093,818,604,422,307,235,194,152,141,147,114,81,96,79,62,50,43,25,30,23,26,21,21,21,9,26,19,11,8,19,5,8,5,11,4,3,2,6,2,2,0,0,0,0
South 24 Parganas,19,343,0,135,19,27,34,22,40,46,54,58,72,103,123,137,167,226,273,338,398,434,443,551,617,623,747,812,778,790,760,702,695,702,726,739,831,864,886,917,878,872,752,676,616,468,445,377,338,286,228,179,183,157,135,96,103,89,98,87,75,82,77,60,64,71,68,66,42,40,33,47,38,355
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,17,40,64,120,189,306,429,557,713,916,1067,1216,1363,1473,1515,1444,1207,1084,823,602,405,282,183,121,91,69,38,40,29,15,19,14,18,21,13,9,5,6,5,7,3,6,3,4,2,2,0,0
Jaintia Hills,17,299,0,883,87,125,126,152,159,169,189,183,227,264,282,338,364,425,450,491,579,626,621,730,766,859,851,833,789,680,579,417,356,271,235,151,114,119,68,75,67,40,37,17,18,26,25,24,24,12,13,18,17,6,7,6,5,9,9,5,3,5,1,0,5,2,2,4,0,0,0,0,0,0
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,46,115,286,406,641,663,706,654,570,539,480,388,399,314,253,189,163,124,114,89,76,64,62,54,35,40,29,38,34,26,33,26,27,23,21,23,16,8,9,11,5,0,1,1
Hisar,6,80,0,1,0,0,0,0,0,1,1,2,3,2,3,8,9,17,27,28,60,78,83,183,238,339,531,678,941,1162,1417,1471,1498,1336,1192,931,793,750,585,550,500,420,371,371,271,268,261,237,194,181,169,135,135,106,85,73,71,75,49,50,49,43,41,34,27,24,22,28,15,19,24,10,15,28
Mandi,2,27,0,0,0,0,0,0,0,0,1,0,1,2,1,3,19,26,46,93,155,273,459,798,1148,1456,1661,1612,1520,1320,1236,1053,954,791,705,622,479,346,267,278,207,176,151,121,101,90,94,49,51,53,36,20,27,23,15,9,11,10,9,10,1,9,4,4,2,3,6,0,2,2,3,2,2,3
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,23,38,54,57,80,74,83,75,110,115,127,128,142,137,156,163,181,155,162,145,148,136,105,102,83,88,66,77,71,68,56,61,60,51,49,69,65,264
Hoshangabad,23,449,0,3,1,1,2,7,8,15,22,17,39,62,62,131,177,298,405,635,869,1156,1307,1477,1400,1289,1084,988,978,1104,1106,1243,1189,1229,1289,1277,1154,1104,962,762,686,560,513,396,340,300,237,187,154,142,148,109,77,64,54,47,50,40,28,31,36,20,25,17,15,17,12,14,8,11,7,3,5,5
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,28,77,140,240,409,526,606,659,788,902,1157,1368,1348,1262,1158,1025,761,657,486,409,281,232,188,135,104,108,98,68,71,68,46,39,43,44,39,35,38,27,18,27,22,17,17,17,11,8,13,2,2,3,3,5
Jodhpur,8,113,0,25,10,10,12,34,30,35,63,97,147,215,262,441,603,951,1311,1850,2391,3088,3754,4363,5160,5863,6577,7063,7141,7145,6715,5749,4789,4068,3440,2766,2268,1932,1609,1329,1128,981,867,717,601,555,443,440,395,311,263,255,240,226,168,153,146,124,129,116,93,92,80,78,59,70,61,70,54,59,59,65,53,376
Anuppur,23,461,0,13,0,5,11,12,11,25,37,40,62,81,139,198,261,385,466,615,683,763,808,765,775,691,681,752,751,690,674,677,674,605,500,435,356,368,302,289,233,214,184,150,133,112,98,72,90,63,69,53,43,45,40,39,34,25,32,25,17,28,26,13,12,20,11,10,8,9,3,1,2,11
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,6,6,5,5,5,14,20,21,16,30,22,32,22,19,13,19,16,12,5,9,8,7,5,11,12,6,279
Thiruvarur,33,619,0,45,6,6,8,7,8,8,11,12,15,18,16,20,18,23,26,30,35,34,40,60,68,75,98,113,154,189,257,339,456,588,694,694,761,792,684,590,493,357,323,219,161,115,113,90,52,66,39,36,25,24,19,20,17,8,12,6,13,10,5,8,4,3,7,4,5,2,0,1,3,5
Uttara Kannada,29,563,0,346,55,69,86,82,123,161,199,252,341,447,576,750,1055,1355,1699,2104,2686,3114,3486,3845,3567,3274,2767,2081,1530,1236,851,683,539,393,318,266,215,195,179,132,128,93,87,80,55,36,50,61,48,36,26,32,27,31,38,30,27,23,22,22,20,13,14,11,12,10,13,10,5,3,3,1,0,2
Bandipore,1,9,0,3,0,0,0,3,3,1,2,5,3,5,13,15,16,21,43,65,96,166,198,340,457,694,949,1280,1599,1582,1420,852,358,146,85,76,71,67,54,82,52,46,31,34,24,24,24,24,31,18,12,5,7,9,6,2,7,5,6,3,3,4,4,2,3,4,5,0,2,0,0,3,1,4
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,15,39,67,149,260,406,720,935,1227,1499,1943,2145,2441,2424,2330,2149,1954,1801,1640,1428,1151,1032,913,713,566,474,413,297,224,194,169,126,105,99,85,80,62,48,46,37,31,22,20,15,21,14,12,8,4,7,3,1,2,0,1,0
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,25,46,86,159,218,366,414,430,444,449,454,427,447,443,377,351,270,280,197,219,189,171,163,133,107,114,119,84,92,58,62,44,52,50,26,36,30,35,21,22,16,16,23,24,21,26,46
Mandla,23,454,0,26,12,12,16,14,27,28,49,69,84,117,189,255,376,521,769,994,1374,1769,2182,2499,2821,2759,2553,2177,1800,1505,1350,1072,885,793,668,520,475,373,333,248,206,180,160,101,94,63,58,50,29,34,18,20,24,9,12,7,6,14,9,5,6,6,5,6,4,7,1,1,0,0,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,6,13,31,44,92,134,276,414,587,700,896,1064,1066,1111,958,873,754,553,451,375,300,269,210,173,142,112,83,63,73,53,49,43,30,37,26,16,25,20,13,25,13,15,15,13,17,14,17,8,10,4,4,3
Champhai,15,284,0,822,101,103,165,164,202,226,270,317,373,366,465,505,652,633,763,808,907,862,960,878,762,662,468,323,255,142,89,50,40,28,21,8,4,9,14,9,9,7,3,4,4,2,4,0,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,11,39,130,282,530,940,1397,1815,2057,1920,1753,1509,1252,1006,862,708,624,517,463,373,353,319,237,199,171,153,152,92,91,65,58,44,36,32,29,26,27,21,11,16,7,5,9,11,10,7,7,7,20,8,8,2,5
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,4,5,21,54,85,182,254,359,489,575,741,936,1071,1308,1301,1292,1374,1201,1078,959,833,682,532,400,294,219,185,130,115,86,82,67,63,51,38,33,32,24,28,29,25,21,33,14,24,28,18,19,23,16,16,10,81
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,7,11,15,41,42,45,55,52,53,64,56,69,67,57,62,52,83,72,60,55,61,57,65,46,56,61,652
Ganjam,21,388,0,101,13,16,26,27,41,44,66,78,94,128,156,218,315,393,554,659,865,1092,1402,1527,1752,1982,2130,2202,2251,2200,1935,1827,1584,1385,1178,1071,888,824,696,655,537,515,421,324,343,267,206,157,119,100,76,81,82,59,56,37,45,45,34,29,28,25,23,12,15,11,18,7,6,8,6,6,9,48
Jhansi,9,166,0,0,0,0,0,0,1,0,0,1,1,0,3,5,3,14,23,31,80,158,310,573,858,1217,1516,1653,1608,1505,1374,1200,1071,921,855,788,796,712,623,578,473,501,367,344,295,258,199,176,145,131,109,90,79,93,58,71,68,53,52,54,49,44,44,33,31,36,24,33,21,17,22,16,10,65
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,11,17,33,90,187,354,595,790,890,1057,1161,1123,1074,1031,902,791,796,635,528,428,417,327,250,215,168,152,129,121,85,82,84,64,63,63,51,47,47,42,26,41,21,28,41,41,21,16,11,44
Bankura,19,339,0,3,1,0,0,0,0,4,3,3,2,3,6,19,14,20,47,75,118,183,333,488,639,952,1284,1654,1856,2125,2286,2130,2081,1999,1773,1501,1248,1093,964,844,737,629,528,427,375,320,240,217,187,165,121,118,62,74,68,41,38,38,26,28,24,15,23,18,22,22,10,11,13,9,3,4,7,12
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,21,67,137,207,353,507,556,602,561,450,343,269,189,143,131,101,73,78,65,52,46,40,39,30,27,21,18,22,24,17,19,11,16,17,15,14,15,15,8,3,1,0,0
Dhaulpur,8,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,9,25,48,102,219,358,512,531,553,584,521,500,537,532,526,522,569,595,652,586,578,596,567,487,512,433,362,329,240,187,161,144,88,72,56,28,22,29,21,21,18,16,22,20,10,14,13,12,8,8,8,7,5,2,20
Bageshwar,5,63,0,0,1,0,0,1,0,1,0,0,4,5,3,24,36,70,91,161,265,465,575,777,855,785,772,716,664,608,572,481,397,341,298,242,225,175,159,126,97,83,86,49,40,44,24,39,24,27,22,28,21,9,10,20,14,6,16,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,40,9,6,13,17,14,20,32,38,56,60,95,129,165,237,300,447,588,873,1179,1614,2131,2601,3254,3441,3895,4128,4133,4016,3699,3251,2919,2406,1913,1547,1099,890,687,570,447,372,344,270,256,198,167,174,144,115,93,95,70,66,69,72,46,52,49,46,33,38,39,32,38,25,33,25,16,17,13,104
Mau,9,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,18,39,52,43,36,60,59,90,83,116,148,217,310,425,523,609,680,711,646,597,455,384,265,209,156,139,77,72,56,39,34,30,25,28,14,13,18,11,8,14,8,10,14,7,4,7
Vadodara,24,486,0,7,1,2,6,1,4,5,6,12,12,19,25,28,38,58,67,92,118,121,106,126,193,286,492,858,1189,1515,1700,1871,1929,1951,1750,1679,1532,1398,1329,1212,1159,1100,940,877,781,766,600,508,474,430,331,288,261,223,184,174,151,129,108,106,89,102,89,79,69,59,81,60,59,67,65,58,66,381
Kolhapur,27,530,0,15,6,7,5,7,8,15,13,14,26,43,45,72,125,185,291,456,626,861,1187,1454,1721,2079,2079,2054,1959,1944,1914,1724,1563,1415,1181,1000,866,744,610,528,465,390,324,265,213,194,132,118,128,129,92,91,71,64,70,63,43,60,36,53,48,37,29,29,37,33,27,27,19,15,8,7,6,10
Araria,10,209,0,0,0,0,0,1,0,0,0,2,3,5,1,13,20,13,52,69,111,223,366,520,749,1017,1144,1121,1127,1014,848,767,634,471,470,334,303,247,159,131,121,105,75,59,51,32,21,29,15,18,11,16,15,14,7,4,5,5,4,10,3,6,2,3,1,2,0,0,0,0,0,0,0,0
Phek,13,266,0,1074,97,124,153,153,152,159,201,238,269,262,286,308,333,333,339,370,350,302,309,268,242,193,139,102,80,53,53,29,32,32,26,26,25,19,14,13,12,7,7,7,6,4,7,3,4,0,2,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,50,95,204,325,528,741,924,1183,1356,1482,1426,1410,1281,1130,966,915,812,727,681,648,576,495,428,398,305,283,209,196,175,152,126,70,83,70,55,52,44,30,27,24,29,21,15,13,14,15,10,8,4,6,4,10,19
Perambalur,33,615,0,2,0,0,0,1,0,0,1,1,3,1,4,3,7,7,10,14,16,23,32,55,83,96,133,224,268,325,407,438,521,519,530,475,426,393,338,310,218,197,166,150,147,93,89,88,77,52,45,33,24,25,23,11,18,16,11,7,6,10,5,6,7,1,3,1,2,1,0,2,0,0
Mandsaur,23,433,0,3,0,0,1,1,3,4,5,7,7,19,34,40,75,142,202,299,438,613,885,1120,1423,1564,1739,1777,1667,1525,1307,1198,1070,948,781,767,686,588,511,495,415,367,312,295,276,184,173,150,126,103,91,63,48,43,31,35,31,28,17,14,22,17,14,17,6,2,7,5,7,1,2,4,6,15
Gwalior,23,421,0,1,0,0,0,0,0,1,1,0,1,0,1,4,9,12,37,47,104,179,296,506,720,884,962,958,918,898,970,1010,1056,1030,1002,1023,938,908,828,777,692,643,580,583,491,474,390,401,332,298,270,246,203,163,138,137,123,103,92,96,67,61,65,63,46,40,29,40,36,28,25,40,40,217
Guntur,28,548,0,5,1,2,1,1,5,4,3,3,3,12,7,15,20,55,58,82,129,188,300,423,575,852,1081,1512,1887,2337,2874,3355,3597,3622,3332,2880,2548,1993,1690,1467,1242,1153,1044,932,901,711,665,570,462,422,401,355,302,273,246,201,164,164,119,109,84,69,64,43,49,35,39,26,37,33,15,15,11,36
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,3,5,4,6,10,13,26,63,69,323
Saran (chhapra),10,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,7,19,44,93,142,235,330,520,618,741,867,990,906,849,732,645,603,551,465,415,368,290,260,244,166,132,117,74,84,57,41,27,31,23,28,24,11,10,10,6,7,2,3,0,3,1,0,0,0,1
Darjiling,19,327,0,258,39,34,43,52,56,67,63,88,98,104,129,168,174,204,265,268,346,361,460,466,629,608,639,657,666,662,637,634,611,543,480,394,339,240,260,211,183,132,111,105,117,104,111,107,101,82,85,65,62,65,41,44,39,37,35,27,25,19,19,19,22,17,8,10,4,0,2,0,0,0
Chittoor,28,554,0,248,26,20,32,60,50,64,64,107,112,163,214,237,263,370,468,586,792,899,1150,1561,1964,2405,3023,3325,3685,3874,3657,3493,3159,2894,2682,2549,2170,2066,1782,1510,1416,1209,1120,943,849,731,653,531,433,386,307,308,253,196,145,137,142,131,81,77,75,67,69,52,44,43,32,28,26,29,17,15,17,72
Guna,23,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,52,87,198,390,659,959,1256,1494,1616,1710,1765,1772,1747,1596,1560,1423,1245,1093,944,825,772,665,579,493,412,377,336,228,217,188,166,120,121,106,89,55,55,59,45,38,32,35,35,22,29,16,21,18,14,12,16,8,45
Banka,10,225,0,1,0,0,4,0,0,1,2,1,12,12,22,34,61,79,150,215,382,558,750,1046,1211,1272,1214,1134,1008,867,694,545,434,391,340,258,226,187,137,113,72,70,41,47,27,27,13,9,10,8,9,8,4,2,1,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamoli,5,57,0,4,1,1,1,6,4,8,13,24,32,46,74,98,185,262,463,709,996,1402,1740,2148,2374,2527,2881,3449,4118,3850,2558,1266,721,586,441,407,401,361,302,318,237,184,163,142,109,66,60,59,54,44,38,34,41,36,19,28,24,18,22,15,14,18,14,17,18,11,13,9,9,3,5,3,3,3
Muzaffarnagar,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,33,58,111,192,303,449,651,1010,1318,1598,1521,1531,1408,1317,1065,914,778,646,554,456,391,344,262,226,208,192,146,124,120,89,81,70,51,56,45,44,46,33,32,31,24,25,25,18,17,12,11,11,3,0,5
