distName,st_cen_cd,censuscode,SOL
Dakshin Bastar Dantewada,22,416,5788.776
Budaun,9,149,22291.809
Ukhrul,14,279,2392.8044
Krishnagiri,33,631,12563.947
Hugli,19,338,20549.65
Hanumangarh,8,100,17488.365
Muzaffarpur,10,216,16415.746
Giridih,20,349,11557.734
Khunti,20,365,2722.843
Jammu,1,21,42164.926
Koch Bihar,19,329,13077.636
Sultanpur,9,179,17636.543
Janjgir-champa,22,405,24843.549
Jharsuguda,21,371,15681.66
Lower Dibang Valley,12,258,5281.0205
Debagarh,21,373,2811.3787
Udham Singh Nagar,5,67,28621.152
Murshidabad,19,333,24904.568
Ludhiana,3,41,40501.184
Dimapur,13,265,6764.254
Y.s.r.,28,551,15960.221
Bilaspur,22,406,48449.438
Aurangabad,10,235,13273.263
North,7,91,12438.268
Kabeerdham,22,407,13329.851
Barpeta,18,303,5077.788
Banswara,8,125,12424.831
Rudraprayag,5,58,3546.075
Erode,33,610,16004.941
Nagpur,27,505,60302.957
Gopalganj,10,217,7749.223
Haveri,29,564,9087.2295
Puducherry,34,635,5524.685
Amreli,24,480,20825.1
Lahul & Spiti,2,25,19123.145
Jorhat,18,312,6607.04
Chhatarpur,23,425,22552.055
Osmanabad,27,525,12372.809
Udhampur,1,19,8207.333
Chandrapur,27,509,24626.14
Mandya,29,573,14779.518
South Garo Hills,17,295,2150.9653
Sahibzada Ajit Singh Nagar,3,52,22550.34
Lunglei,15,286,1819.2617
Lalitpur,9,167,11153.27
Chandel,14,280,1265.2759
Ganderbal,1,11,1478.4736
Rupnagar,3,51,9007.53
Hamirpur,2,28,2356.37
Hamirpur,9,168,9589.858
Warangal,28,540,26512.256
Kandhamal,21,390,4105.2954
Yamunanagar,6,71,10886.173
Singrauli,23,463,27226.738
Khordha,21,386,21421.805
Kangra,2,24,10879.299
Katni,23,450,13836.929
Barwani,23,441,6888.7754
Kasaragod,32,588,1899.581
Ambedkar Nagar,9,178,9696.326
Narsimhapur,23,452,17139.783
Durg,22,409,46219.367
Chirang,18,320,5538.8945
Neemuch,23,432,10176.065
Panipat,6,75,26317.693
Nizamabad,28,533,20837.238
Salem,33,608,28178.402
Sehore,23,445,16517.281
Banas Kantha,24,469,27021.158
Aligarh,9,143,33725.21
Chikkaballapura,29,582,11736.486
Etah,9,201,11073.521
Solan,2,31,10177.541
Sivaganga,33,622,6853.8438
West Garo Hills,17,293,5471.009
Puruliya,19,340,18246.604
Hazaribagh,20,360,15895.807
Chitrakoot,9,171,4937.198
Parbhani,27,513,15628.281
Baran,8,128,29410.582
Visakhapatnam,28,544,42583.32
Satna,23,429,23603.254
Hardoi,9,155,15353.212
Dakshina Kannada,29,575,20589.697
Seoni,23,456,10718.399
Rohtas,10,234,15189.512
Dewas,23,437,17588.34
Moradabad,9,135,32724.488
Ramban,1,17,2516.2676
Rewari,6,85,16423.54
Tamenglong,14,273,3819.1062
South Tripura,16,290,8458.25
Sonitpur,18,306,12552.297
Birbhum,19,334,23084.39
Una,2,29,5040.6064
Darbhanga,10,215,10028.968
Jajapur,21,382,27556.709
Pratapgarh,9,173,19131.754
Chittaurgarh,8,126,33405.406
Ernakulam,32,595,19068.182
East Garo Hills,17,294,4856.1836
Tehri Garhwal,5,59,10678.303
Udaipur,8,130,34778.89
Raipur,22,410,62428.188
Kansiram Nagar,9,202,7343.203
Dhalai,16,291,3469.0422
Koriya,22,400,9551.749
Supaul,10,208,9839.339
Jalandhar,3,37,26048.318
Akola,27,501,15697.213
Samastipur,10,221,11135.262
Mysore,29,577,28363.56
Shupiyan,1,13,1048.1239
Bharatpur,8,105,36882.152
Thrissur,32,594,8688.92
Yanam,34,634,1672.8654
Saiha,15,288,573.1433
Senapati,14,272,2845.789
Chamba,2,23,8925.338
Dungarpur,8,124,8047.144
Muktsar,3,44,13040.794
Meerut,9,138,35730.78
Gadag,29,561,7437.448
Jaunpur,9,194,19082.676
Bhind,23,420,19779.957
Solapur,27,526,61994.875
Almora,5,64,5293.449
Upper Subansiri,12,249,5755.841
Patan,24,470,9958.7
Jashpur,22,402,7922.1953
Bokaro,20,355,24951.635
Thiruvananthapuram,32,601,10917.417
Rae Bareli,9,158,20053.742
Kurung Kumey,12,256,6907.116
Wokha,13,264,2415.3887
Gumla,20,366,4517.733
Dibang Valley,12,257,7600.7344
Nadia,19,336,21338.586
Davanagere,29,567,14035.202
Pashchim Medinipur,19,344,30229.709
Cachar,18,316,6348.809
Kaimur (bhabua),10,233,8606.18
Simdega,20,367,2629.9487
Firozpur,3,43,30452.771
Baghpat,9,139,11300.42
Purbi Singhbhum,20,357,26477.562
Bahraich,9,180,12753.687
Kishtwar,1,18,12580.948
Hardwar,5,68,26050.674
Raisen,23,446,19018.62
Gajapati,21,389,2541.836
Malkangiri,21,399,3689.666
Deoria,9,190,12003.694
Amravati,27,503,28372.531
Bharuch,24,488,39031.117
Baleshwar,21,377,12508.978
Puri,21,387,10030.962
Sant Ravi Das Nagar(bhadohi),9,198,6946.5107
Barddhaman,19,335,66434.39
Bara Banki,9,176,11443.816
Anand,24,482,14614.517
Bathinda,3,46,25917.857
Latur,27,524,12598.261
Bangalore,29,572,175510.19
North,11,241,3839.5518
Ganganagar,8,99,26435.377
Narayanpur,22,415,1093.6117
Peren,13,271,1479.873
Gurgaon,6,86,47749.414
Pashchimi Singhbhum,20,368,15163.376
Bagalkot,29,556,15907.326
Bijnor,9,134,24538.871
Nayagarh,21,385,4854.5654
Thiruvallur,33,602,33937.516
Nagappattinam,33,618,7560.159
Korba,22,404,28579.766
Karur,33,613,8358.83
Bhilwara,8,122,34739.816
Chamrajnagar,29,578,7869.0605
Raigarh,22,403,32925.094
Ratnagiri,27,528,5926.761
Marigaon,18,304,3914.0867
Gautam Buddha Nagar,9,141,77336.875
Gorakhpur,9,188,28867.762
Shahid Bhagat Singh Nagar,3,39,5389.1733
Rampur,9,136,18759.871
Dumka,20,362,7174.7144
Bareilly,9,150,28462.225
Pashchim Champaran,10,203,12717.226
Ambala,6,70,16212.703
Pathanamthitta,32,599,3693.436
Kozhikode,32,591,3056.5537
Mainpuri,9,148,22634.719
Thanjavur,33,620,10984.309
Chhindwara,23,455,15639.091
Kannur,32,589,3606.7231
Saharanpur,9,132,24433.629
Datia,23,422,9900.073
Dhemaji,18,308,3030.3115
Champawat,5,65,2278.376
Yadgir,29,580,12534.282
Sidhi,23,462,9504.187
Uttarkashi,5,56,11068.096
Madhubani,10,207,13622.624
Satara,27,527,18784.453
Indore,23,439,40227.344
Maldah,19,332,15837.156
Baksa,18,324,4565.007
Kathua,1,7,13401.075
Junagadh,24,479,25823.664
Haora,19,341,19396.562
Kannauj,9,160,16216.732
Golaghat,18,313,13484.939
Dehradun,5,60,24017.492
Chatra,20,347,4356.434
Shajapur,23,436,15855.85
Jind,6,77,17348.594
Rajgarh,23,442,16061.693
Amritsar,3,49,35646.016
Lakshadweep,31,587,183.99686
Gonda,9,183,14537.948
Jabalpur,23,451,29436.104
West Siang,12,250,6630.0996
Leh (ladakh),1,3,112932.125
Mumbai Suburban,27,518,41383.344
Thoothukkudi,33,627,13683.282
Bhavnagar,24,481,26461.68
Narmada,24,487,4176.577
Koraput,21,398,11194.757
Lohit,12,259,3337.754
Hassan,29,574,15213.379
Nainital,5,66,12820.03
Tawang,12,245,1660.3737
Nashik,27,516,56656.6
Garhchiroli,27,508,8828.551
Latehar,20,359,4517.5454
Uttar Bastar Kanker,22,413,5656.945
Serchhip,15,285,634.22363
Subarnapur,21,392,5167.0493
North East,7,92,11003.532
Rajouri,1,6,6415.744
Alwar,8,104,73724.68
Panna,23,426,9058.361
Dhar,23,438,19179.906
Shrawasti,9,181,6389.505
East Godavari,28,545,38541.453
Kanniyakumari,33,629,9380.248
Jalgaon,27,499,23972.543
Maharajganj,9,187,8283.121
Pulwama,1,12,1593.7635
Kolkata,19,342,17152.041
Pune,27,521,113836.33
Munger,10,226,6550.619
Dharmapuri,33,630,7280.456
Pudukkottai,33,621,8815.008
Karimnagar,28,534,36231.09
Banda,9,170,8585.584
Jalor,8,116,16419.367
Sahibganj,20,352,4837.749
Mokokchung,13,262,3040.056
Kheda,24,483,19003.973
Bauda,21,391,2946.7732
Pali,8,118,29521.639
Kamrup Metropolitan,18,322,9240.786
Panch Mahals,24,484,16581.053
Deoghar,20,350,12036.664
Jehanabad,10,239,5926.13
Kodagu,29,576,2959.992
Srinagar,1,10,5473.9707
Aurangabad,27,515,30198.934
Dhule,27,498,12939.411
Kishanganj,10,210,6333.2153
Gurdaspur,3,35,22694.965
Sikar,8,111,45343.03
West Nimar,23,440,10861.801
Nawada,10,237,8433.482
Ujjain,23,435,23702.004
Nagaur,8,112,58323.58
Patna,10,230,37981.04
Dausa,8,109,31891.615
West Khasi Hills,17,296,5161.163
Samba,1,22,9741.002
Tinsukia,18,309,41530.375
Chitradurga,29,566,16870.248
Sambalpur,21,372,19681.527
Purba Champaran,10,204,10916.555
Burhanpur,23,467,2923.4097
Idukki,32,596,3266.8137
Jalpaiguri,19,328,19316.145
Anjaw,12,260,4754.47
Shahdol,23,460,9523.298
Bargarh,21,370,14324.558
East Khasi Hills,17,298,7402.9287
Bhiwani,6,81,20664.074
Navsari,24,490,7703.1235
Bastar,22,414,10391.897
Barmer,8,115,42770.523
Lohardaga,20,356,3204.2083
Kota,8,127,42706.61
Sirsa,6,79,19592.125
Gaya,10,236,24730.348
Diu,25,494,691.9061
Dima Hasao,18,315,4371.75
Dadra & Nagar Haveli,26,496,9424.286
Nalbari,18,323,2241.5254
Anantnag,1,14,5438.1
Mansa,3,47,8424.6
Ramanathapuram,33,626,5251.534
Kendujhar,21,375,23427.215
Raichur,29,559,23412.58
Tiruchirappalli,33,614,20143.73
Dindigul,33,612,12192.507
Rajsamand,8,123,20677.336
Jhajjar,6,83,17144.115
Ranchi,20,364,30672.707
East,7,93,16094.395
East,11,244,2702.9766
Karimganj,18,317,3746.149
Ajmer,8,119,37416.777
Bidar,29,558,16340.449
Kendrapara,21,379,5566.374
Nalgonda,28,539,35812.52
Bhagalpur,10,224,14115.291
Bhadrak,21,378,7231.168
Imphal East,14,278,4211.306
Patiala,3,48,24883.982
Sundargarh,21,374,27926.63
Kaithal,6,73,15774.854
Sri Potti Sriramulu Nellore,28,550,26784.035
Anugul,21,384,31318.203
Bangalore Rural,29,583,20298.842
Bijapur,22,417,2048.1155
Anantapur,28,553,24612.87
Palakkad,32,593,7929.529
Sant Kabir Nagar,9,186,6890.872
Theni,33,624,4122.216
Rajkot,24,476,47301.098
Allahabad,9,175,53612.44
Sitamarhi,10,206,6071.359
Balangir,21,393,15063.5
Bijapur,29,557,19088.578
Sangrur,3,53,18490.982
Balaghat,23,457,8610.062
Rangareddy,28,537,128248.164
Dakshin Dinajpur,19,331,8185.0635
Pakur,20,353,3708.762
Bundi,8,121,19866.121
Garhwal,5,61,8658.34
Faridkot,3,45,7296.993
Bilaspur,2,30,3661.391
Badgam,1,2,4397.0923
Buxar,10,232,6649.624
Churu,8,102,34644.496
Adilabad,28,532,28050.754
Ariyalur,33,616,4938.294
Kanpur Dehat,9,163,12666.578
Tonk,8,120,16966.594
Betul,23,447,11076.713
Sivasagar,18,311,20220.527
Nanded,27,511,20993.973
Karauli,8,107,30269.137
Namakkal,33,609,13429.978
Bhojpur,10,231,10786.955
Kullu,2,26,8655.24
Porbandar,24,478,5517.3735
Basti,9,185,13852.7
Data Not Available,99,0,144151.06
Daman,25,495,3508.3184
Mamit,15,281,1358.9377
Sheopur,23,418,9574.787
Surendranagar,24,475,23952.477
Palamu,20,358,7974.467
Kiphire,13,269,1124.2655
Alappuzha,32,598,4381.1475
Kancheepuram,33,604,46471.426
Sheikhpura,10,228,2591.2444
Balrampur,9,182,7917.286
Morena,23,419,21694.861
Karnal,6,74,24990.074
Shimoga,29,568,12649.218
Rewa,23,430,22280.129
Kalahandi,21,395,10700.381
Jhabua,23,464,8229.711
Sheohar,10,205,853.0984
Vidisha,23,443,13215.82
Changlang,12,253,6031.274
West,7,96,26781.723
East Nimar,23,466,11206.285
Goalpara,18,302,7278.987
Nicobar,35,638,192.64139
Kokrajhar,18,300,6851.8975
Prakasam,28,549,26175.916
Rajnandgaon,22,408,16687.246
Jyotiba Phule Nagar,9,137,16849.18
Vizianagaram,28,543,9691.992
Siwan,10,218,6340.6665
Shahjahanpur,9,152,20998.498
Bid,27,523,23578.229
Lakhimpur,18,307,4362.1206
Karbi Anglong,18,314,12275.314
Ahmadabad,24,474,65726.57
Tikamgarh,23,424,21923.29
Virudunagar,33,625,11468.458
South West,7,97,53578.0
Wayanad,32,590,1459.7542
Longleng,13,268,797.42816
Cuddalore,33,617,17486.682
Hyderabad,28,536,51896.945
Bishnupur,14,275,946.59607
Kaushambi,9,174,14864.139
Dharwad,29,562,12878.324
Buldana,27,500,18028.035
Mahbubnagar,28,538,51304.457
Begusarai,10,222,11206.197
Dhanbad,20,354,32182.91
Fatehpur,9,172,15057.4
Rayagada,21,396,6574.1396
Vaishali,10,220,11888.583
Mahoba,9,169,6735.5205
Dhubri,18,301,5093.613
North Goa,30,585,12382.453
Bongaigaon,18,319,3009.833
Jamtara,20,363,5456.8535
Medak,28,535,44006.426
Jamnagar,24,477,86617.664
Sitapur,9,154,17654.201
Vellore,33,605,21890.928
Khagaria,10,223,3560.549
Valsad,24,491,13224.955
Bhandara,27,506,6702.2104
Moga,3,42,12343.814
Ratlam,23,434,14518.164
Jaisalmer,8,114,37882.508
Kurukshetra,6,72,13575.977
Kupwara,1,1,2856.8022
Doda,1,16,3789.1567
Raigarh,27,520,42272.668
Kargil,1,4,22043.96
Punch,1,5,6947.315
Jhunjhunun,8,103,35467.477
West Tripura,16,289,17050.037
Central,7,95,4298.701
Pilibhit,9,151,10601.673
Thane,27,517,87957.125
Ballia,9,193,13041.344
East Kameng,12,247,5355.924
Tirap,12,254,1971.7098
Dhamtari,22,412,6096.743
North 24 Parganas,19,337,45109.016
Tarn Taran,3,50,24784.465
Kamrup,18,321,9589.195
Dibrugarh,18,310,35898.19
Ghaziabad,9,140,49288.637
Kachchh,24,468,67194.99
Firozabad,9,147,27470.96
Arwal,10,240,2974.2048
Kinnaur,2,34,9514.077
Unnao,9,156,16005.418
Papum Pare,12,248,6756.659
Ramanagara,29,584,12725.621
Chandauli,9,196,11303.024
Tuensang,13,267,2442.9006
Kottayam,32,597,4097.4795
South Andaman,35,640,1737.6528
Mewat,6,87,8929.494
Etawah,9,161,25273.898
East Siang,12,251,3413.409
Sangli,27,531,18090.174
Gandhinagar,24,473,22746.17
Lucknow,9,157,94426.14
Mahesana,24,471,22183.41
Dohad,24,485,11095.367
Dhenkanal,21,383,19576.107
Shivpuri,23,423,21104.678
The Dangs,24,489,906.2269
Imphal West,14,277,342.67673
Wardha,27,504,16797.053
Garhwa,20,346,3576.5615
Nandurbar,27,497,11227.029
Sindhudurg,27,529,2140.3184
Lakhisarai,10,227,3972.5986
Khammam,28,541,22662.158
Alirajpur,23,465,5450.8447
Nabarangapur,21,397,4743.4756
Nagaon,18,305,13747.57
New Delhi,7,94,10426.458
Kheri,9,153,26012.594
Koppal,29,560,13536.763
Srikakulam,28,542,11252.145
Kushinagar,9,189,9716.89
Kulgam,1,15,2088.378
Damoh,23,428,16333.443
Dindori,23,453,3861.9893
Tumkur,29,571,27279.576
Kolasib,15,282,1198.5549
Purnia,10,211,12300.253
Darrang,18,325,4570.9346
Yavatmal,27,510,32584.72
Lawangtlai,15,287,777.5885
Aizawl,15,283,3139.4346
Zunheboto,13,263,2127.4321
Siddharth Nagar,9,184,8388.486
Fatehabad,6,78,11925.901
Nuapada,21,394,4525.762
Kodarma,20,348,8180.5635
Jalna,27,514,15013.753
Surguja,22,401,23318.3
Bulandshahr,9,142,30554.176
Cuttack,21,381,24977.398
Krishna,28,547,28927.615
Thoubal,14,276,894.5361
North & Middle Andaman,35,639,11.01516
Katihar,10,212,8955.885
Ahmadnagar,27,522,53852.52
Hingoli,27,512,8645.84
Ri Bhoi,17,297,4891.723
Mahasamund,22,411,15177.657
Karaikal,34,637,1426.7792
