,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71,light_72,light_73,light_74,light_75,light_76,light_77,light_78,light_79,light_80,light_81,light_82,light_83,light_84,light_85,light_86,light_87,light_88,light_89,light_90,light_91,light_92,light_93,light_94,light_95,light_96,light_97,light_98,light_99,light_100
Palwal,6,89,0,0,0,0,0,0,0,0,0,0,0,0,38,182,338,405,404,344,327,321,253,233,195,220,158,158,138,120,113,104,98,103,82,77,73,78,61,61,59,54,50,49,39,40,35,30,39,23,39,35,25,30,26,20,31,19,18,15,21,11,19,13,15,16,18,13,13,11,12,13,13,8,15,10,19,8,9,9,11,10,3,6,6,16,5,2,13,6,5,9,6,3,8,6,5,4,6,4,2,4,1
Ramgarh,20,361,0,0,0,0,0,0,0,0,0,0,96,394,340,359,356,373,329,310,249,195,217,153,115,135,123,125,95,91,94,71,72,65,50,57,66,46,52,42,30,36,29,28,28,20,40,27,25,30,28,20,24,16,20,11,25,23,20,13,15,18,14,15,16,14,15,13,11,10,12,17,12,5,9,5,10,11,5,10,10,14,4,7,6,7,6,3,5,6,7,7,7,6,8,7,7,7,6,7,2,6,5
Mirzapur,9,199,0,0,0,0,0,0,0,0,0,19,2513,5513,3251,2055,1331,1029,731,581,443,351,300,255,184,163,120,125,96,86,81,59,71,50,43,41,36,21,30,20,25,22,18,15,19,13,11,7,7,8,10,10,9,3,8,8,7,5,2,4,4,3,3,4,1,1,3,1,1,6,5,2,6,0,2,4,4,4,3,2,1,2,2,1,3,1,3,1,1,3,0,3,2,0,2,1,1,5,1,1,0,2,0
Ghazipur,9,195,0,0,0,0,0,0,0,0,0,0,199,1612,1580,1219,1208,1240,1324,1095,973,901,744,555,455,388,281,213,144,110,117,79,56,51,38,31,31,27,29,18,20,17,17,24,13,10,14,4,5,10,5,12,9,5,10,5,3,11,5,6,3,2,9,3,5,5,3,0,6,4,2,1,6,2,2,2,5,3,2,2,1,3,2,1,4,2,0,1,0,4,0,1,2,2,1,3,1,2,0,0,0,0,1
Bikaner,8,101,0,0,0,0,0,0,0,0,0,2,657,56857,42398,13022,6928,4263,2584,1790,1264,926,740,597,496,362,356,295,239,250,211,170,173,138,167,118,137,99,105,77,96,73,75,63,69,55,69,58,53,67,44,50,32,40,36,31,34,25,24,31,24,40,18,24,33,26,15,30,11,15,14,13,17,13,14,15,16,10,17,9,15,14,14,16,5,9,12,7,14,11,10,9,4,6,14,10,8,12,10,10,10,6,6
Mahe,34,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,2,4,0,1,3,4,3,3,3,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,8,1,3,7,13,8,7,12,8,6,4,2,4,6,4,5,1,7,5,0,2,1,3,2,4,4,1,1,3,3,1,5,3,1,1,1,4,2,4,3,2,1,2,5,1,3,6,2,2,4,4,3,1,1,4,4,2,4,2,4,1,2,2,2,1,3,1,4,1,2,2,0,4
Tiruvannamalai,33,606,0,0,0,0,0,0,0,0,53,1397,3383,3808,4395,3909,2722,1707,1136,731,452,338,276,185,136,113,80,73,61,43,31,33,31,30,27,23,32,12,19,17,9,14,7,13,8,4,11,10,5,10,5,2,5,3,1,5,1,9,4,6,1,1,5,3,6,5,4,1,2,2,1,2,1,3,1,2,0,2,0,1,1,2,1,1,3,2,1,1,1,1,3,0,0,0,3,1,0,0,1,1,0,2,1
Udupi,29,569,0,0,0,0,0,0,0,0,157,4969,5092,2176,1014,607,358,280,196,159,134,75,78,43,50,49,51,38,24,34,18,31,21,16,13,19,14,11,14,6,10,9,13,7,4,6,9,6,4,5,10,10,8,2,7,3,4,5,2,2,6,5,6,3,3,1,3,1,5,4,3,3,2,1,1,3,0,0,2,1,1,1,2,4,3,0,2,5,0,2,4,1,0,1,0,2,2,1,0,0,1,0,1
Bellary,29,565,0,0,0,0,0,0,0,0,1,2241,10775,6901,3464,2187,1498,1030,848,649,558,443,357,347,282,220,230,194,176,157,157,130,110,107,102,75,72,70,61,58,60,61,47,43,56,44,28,38,40,36,30,31,30,27,22,26,30,31,21,21,18,25,13,29,21,19,20,10,15,13,14,16,18,16,12,10,8,8,14,12,7,7,9,8,9,6,9,10,7,7,7,14,5,5,5,7,3,8,4,6,7,6,8
Agra,9,146,0,0,0,0,0,0,0,0,0,6,78,748,1014,1101,1200,1142,1022,924,873,801,706,691,588,546,475,424,388,318,311,266,231,229,195,190,151,147,138,108,130,113,98,96,93,70,72,56,60,64,64,44,52,51,36,44,41,38,47,45,37,29,42,40,30,37,30,21,32,22,20,21,17,21,16,13,19,16,14,22,17,13,11,17,11,12,12,10,17,15,12,17,14,11,15,4,14,9,9,10,10,8,10
Jamui,10,238,0,0,0,0,0,0,0,0,0,17,2860,4437,2010,1150,765,513,374,257,207,141,132,85,72,73,45,47,24,27,28,11,19,22,14,12,12,10,5,6,2,4,4,4,4,6,5,4,1,2,4,3,1,4,3,0,0,4,1,1,2,1,1,0,1,1,1,1,1,3,1,3,0,2,0,4,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0
Harda,23,448,0,0,0,0,0,0,0,0,33,3200,3624,2922,1659,888,524,310,237,184,127,105,83,50,52,54,27,19,32,12,17,18,13,11,13,9,10,4,7,6,8,3,3,3,9,2,4,4,2,6,3,4,3,2,3,4,4,2,1,5,2,1,0,1,1,4,3,2,2,2,1,1,1,1,1,1,0,0,1,1,1,1,1,2,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,2,2,0,0
Sonipat,6,76,0,0,0,0,0,0,0,0,0,0,0,4,107,506,932,824,767,613,502,432,367,288,263,240,210,194,178,124,116,119,113,116,112,81,88,65,68,79,65,77,71,66,51,52,53,52,45,38,42,43,41,34,33,31,32,32,25,25,25,20,28,29,40,38,18,26,32,29,33,17,17,18,20,15,26,14,19,14,15,24,21,15,23,12,11,15,17,19,7,11,15,11,11,12,11,6,13,10,15,6,8
Gondiya,27,507,0,0,0,0,0,0,0,0,20,5679,7591,3609,2120,1244,780,474,349,265,203,160,129,122,87,67,57,60,40,35,39,27,18,23,20,22,13,13,10,11,10,16,8,11,7,9,8,9,2,6,7,6,5,3,1,3,8,6,4,5,3,4,3,3,4,3,5,2,4,3,2,2,3,1,2,2,2,2,0,0,1,1,3,4,1,1,2,0,0,1,1,1,3,4,1,0,1,1,2,1,1,1,1
Hailakandi,18,318,0,0,0,0,0,0,0,0,0,27,2187,1118,415,289,296,270,214,176,143,136,123,82,73,45,34,36,33,16,18,21,14,16,13,10,8,6,6,7,4,3,1,1,4,0,0,3,4,1,3,0,1,1,0,0,1,1,0,2,1,0,0,0,0,1,0,1,2,1,0,0,1,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Churachandpur,14,274,0,0,0,0,0,1,4,13,52,4719,13619,838,217,126,83,74,50,25,32,28,22,24,10,12,13,6,7,7,9,4,8,4,5,7,6,5,7,3,4,1,2,2,2,3,4,1,3,1,3,2,6,0,5,3,2,2,3,3,1,2,1,2,4,2,1,0,1,3,0,0,2,2,1,0,1,1,3,1,2,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0
Bhopal,23,444,0,0,0,0,0,0,0,0,0,25,1513,2261,1516,1062,763,608,422,307,269,209,194,166,150,120,108,85,75,69,64,73,55,37,40,34,43,34,42,31,31,19,30,34,24,26,19,23,24,21,23,14,19,20,15,18,18,11,15,15,11,13,9,11,11,13,10,9,11,11,8,7,9,8,8,7,15,8,10,5,11,4,7,8,4,11,9,9,7,11,8,10,6,5,5,7,4,6,4,4,9,5,7
Panchkula,6,69,0,0,0,0,0,0,0,0,0,0,0,12,396,607,349,237,294,227,179,167,110,102,83,97,76,58,52,45,44,44,29,32,34,24,25,22,27,11,17,9,14,20,21,16,10,7,11,13,13,8,5,10,10,8,5,5,2,6,0,12,5,6,5,3,2,4,5,8,3,1,3,1,2,2,5,6,5,1,3,3,4,3,5,2,3,1,5,3,3,4,0,2,2,1,2,2,1,0,1,2,3
Sonbhadra,9,200,0,0,0,0,0,0,0,0,0,50,9652,10116,3462,1837,1093,700,447,314,235,173,114,108,84,73,62,46,58,32,38,32,25,28,30,25,14,28,19,23,16,15,20,17,15,8,10,6,13,11,9,18,13,12,8,17,10,12,13,13,7,10,10,6,9,8,8,9,8,6,8,11,7,2,7,8,7,7,12,5,6,3,10,7,4,1,9,10,8,7,10,5,6,5,9,5,6,2,6,6,9,6,4
Jhalawar,8,129,0,0,0,0,0,0,0,0,0,36,2417,5842,4664,2950,1989,1485,1163,889,730,588,568,445,384,305,264,242,218,196,163,164,130,123,103,88,76,67,71,75,60,44,47,47,53,34,47,23,29,30,27,32,21,20,16,10,24,17,20,18,24,16,12,7,9,11,12,9,7,8,12,3,5,3,5,13,9,9,5,3,11,4,4,8,5,6,4,7,2,3,7,3,3,5,5,6,1,5,3,1,4,2,4
Mahendragarh,6,84,0,0,0,0,0,0,0,0,0,0,0,2,89,373,915,1193,949,761,553,388,327,258,218,191,176,169,153,133,135,115,99,85,83,96,71,72,71,68,40,50,49,42,40,42,34,29,37,34,30,29,29,32,26,23,19,27,17,21,14,11,14,14,12,14,12,7,8,4,5,6,6,8,9,3,8,4,6,8,10,7,6,6,4,9,10,4,5,0,11,5,6,4,3,5,3,3,1,3,6,2,3
Sawai Madhopur,8,108,0,0,0,0,0,0,0,0,0,0,1076,3731,3591,2375,1683,1216,976,832,734,653,534,486,397,362,328,299,242,224,198,185,167,164,149,130,147,89,99,96,84,79,66,76,70,41,57,48,43,40,35,43,22,28,39,21,20,26,25,26,26,15,16,17,15,15,8,10,9,14,11,7,9,10,9,4,5,11,3,12,10,8,7,2,5,6,3,6,2,4,6,5,6,2,3,4,5,3,1,8,5,2,5
Shimla,2,33,0,0,0,0,0,0,0,0,0,0,7,5452,11854,4187,925,434,242,129,123,83,79,54,46,49,35,15,22,28,21,13,21,14,15,8,12,7,8,6,6,6,5,5,8,3,3,6,6,7,1,4,3,5,6,4,1,6,2,5,5,5,4,2,3,2,4,2,5,3,1,2,0,2,1,1,3,4,1,1,0,1,4,0,1,0,1,0,2,0,1,1,1,0,1,3,0,2,0,0,4,3,1
South 24 Parganas,19,343,0,0,0,0,0,0,0,0,2,1339,3180,1241,1100,1062,1051,1039,980,854,838,782,764,677,697,619,596,535,483,417,375,358,314,283,292,268,228,190,176,166,145,146,126,117,92,99,91,71,89,49,62,68,58,47,39,53,39,43,31,30,31,24,33,31,34,27,19,10,31,23,21,21,15,12,12,23,17,12,15,14,19,12,18,11,12,10,16,22,15,11,7,9,13,12,12,6,11,12,9,13,5,7,7
Pratapgarh,9,173,0,0,0,0,0,0,0,0,0,0,200,1707,1752,1242,1244,1338,1310,1354,1102,890,759,639,523,436,338,278,239,192,148,96,94,83,66,56,42,41,38,32,29,19,17,21,8,13,12,10,8,15,7,5,4,3,6,4,8,3,1,4,6,3,5,1,3,2,5,1,3,1,1,1,3,0,2,2,1,1,2,0,2,1,7,1,2,1,2,3,1,0,3,0,0,3,3,2,1,0,2,2,0,1,1
Jaintia Hills,17,299,0,0,0,0,0,0,0,0,0,28,7149,5494,1183,635,400,286,230,160,150,104,95,104,77,64,47,57,43,42,27,32,39,18,23,16,20,24,12,18,28,10,10,12,6,12,10,11,8,7,13,8,8,3,4,5,2,7,4,5,5,2,4,3,2,4,4,5,1,4,2,1,2,3,2,3,2,2,6,0,1,2,4,2,1,1,0,0,0,1,1,1,1,0,1,3,1,0,1,1,2,2,1
Kapurthala,3,36,0,0,0,0,0,0,0,0,0,0,1,5,65,349,1024,1214,1021,724,584,470,358,271,214,188,141,84,84,79,79,41,42,39,38,35,34,24,25,24,24,13,28,20,13,17,17,13,11,10,9,10,4,6,9,8,9,6,8,6,9,3,2,7,8,4,11,9,6,8,3,2,4,3,1,3,1,2,4,3,4,3,8,6,4,10,2,5,5,5,5,3,4,2,2,2,2,2,1,4,2,3,0
Hisar,6,80,0,0,0,0,0,0,0,0,0,8,98,695,2382,3712,2810,1815,1173,815,645,476,380,316,252,243,231,194,168,143,117,113,111,92,103,110,82,78,77,73,75,61,58,40,55,46,60,39,49,29,34,37,34,43,22,32,31,27,24,24,27,25,16,18,19,23,23,16,19,17,14,13,16,14,12,19,10,8,11,8,12,9,13,8,10,12,3,8,11,5,8,13,10,10,13,4,6,12,12,8,14,5,5
Mandi,2,27,0,0,0,0,0,0,0,0,0,0,1,2102,9572,3473,1285,601,322,228,150,152,80,78,67,48,38,44,42,30,27,18,22,19,9,11,9,10,12,7,7,5,4,6,7,7,1,2,7,6,2,5,0,3,4,4,5,3,3,2,2,8,2,1,3,2,1,0,2,3,0,3,2,2,2,3,0,1,0,1,0,0,4,3,0,0,1,0,1,3,2,2,0,1,1,1,0,1,0,0,3,1,1
Faridabad,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,21,44,81,108,108,91,102,107,99,92,62,61,71,67,66,67,55,55,76,63,60,64,43,44,45,37,49,30,35,38,34,23,27,35,24,28,22,27,36,21,27,22,26,11,26,21,14,23,10,18,19,15,18,18,10,12,14,12,13,11,9,7,11,10,7,8,8,19,7,10,4,9,11,11,7,8,10,12,5,8,9,2,12,5,11,10
Hoshangabad,23,449,0,0,0,0,0,0,0,0,4,5349,9479,4712,2835,1794,1136,793,546,389,303,208,185,177,119,110,83,74,67,56,50,43,31,40,38,43,33,17,16,24,20,21,17,16,9,12,11,21,9,4,9,9,6,5,8,5,6,7,2,8,6,5,2,3,1,4,8,1,3,6,5,1,3,5,7,7,4,4,2,5,1,1,4,4,0,2,3,2,2,1,4,0,0,3,3,1,2,3,2,1,5,3,0
Hoshiarpur,3,38,0,0,0,0,0,0,0,0,0,0,2,454,2656,2622,2521,1813,1331,899,694,523,374,284,216,170,132,117,89,75,54,36,48,29,41,40,33,28,22,16,27,19,20,10,16,14,9,13,12,10,14,14,12,13,11,4,9,8,10,12,6,11,8,8,8,5,8,5,5,2,3,4,8,4,6,8,2,5,1,3,1,2,4,6,2,6,2,1,5,4,1,3,3,4,4,5,3,4,1,1,2,3,1
Jodhpur,8,113,0,0,0,0,0,0,0,0,0,0,778,22348,23908,14958,10033,6723,4788,3444,2460,1873,1418,1166,906,774,642,515,435,357,297,305,256,223,183,172,182,151,136,128,108,108,88,90,82,71,81,60,63,66,63,54,62,46,47,43,50,38,36,39,34,30,32,32,41,40,33,27,33,26,16,30,29,24,24,20,28,25,19,11,17,24,20,19,17,14,10,14,14,10,12,16,13,13,8,15,8,10,9,14,13,14,11
Anuppur,23,461,0,0,0,0,0,0,0,0,0,980,6883,2965,1485,890,598,451,297,241,189,160,113,101,83,71,54,52,43,48,48,42,32,28,30,27,30,25,16,14,14,13,19,12,8,14,7,18,13,11,6,10,7,8,9,6,12,5,9,7,10,3,10,4,4,9,4,5,6,6,4,5,5,4,3,5,2,3,3,1,1,5,8,4,4,6,5,2,10,1,2,7,3,1,3,3,6,3,3,1,3,6,0
Mumbai,27,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,7,3,4,3,4,3,3,2,2,8,5,5,3,12,6,7,10,9,13,11,10,4,6,9,8,4,2,5,5,7,1,2,7,5,5,2,1,1,2,1,3,5,1,3,3,1,3,3,3,2,3,2,1,3,1,2,3,0,3,1,1,2,3,3,1,1,2,1,0,1,0,2,2,1,1,0,0,2,0,1,1,0
Thiruvarur,33,619,0,0,0,0,0,1,5,2,41,157,420,1003,1926,1914,1161,703,417,262,186,127,119,85,66,53,30,45,26,26,36,16,15,13,10,17,11,9,8,9,8,4,7,4,6,12,5,8,3,8,5,1,5,4,6,4,2,2,0,3,2,3,6,2,3,2,1,0,2,1,3,0,1,3,0,0,3,1,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,0,2,0,0,0,0
Uttara Kannada,29,563,0,0,0,0,0,0,0,0,1279,25858,8803,2561,1163,708,389,250,190,112,106,89,71,49,57,53,36,42,35,24,29,19,18,16,20,12,20,11,14,8,10,11,5,11,14,12,10,7,7,8,9,4,7,6,7,4,4,5,10,9,7,7,3,3,6,2,4,3,1,4,4,7,4,1,1,1,3,5,3,3,2,3,1,2,2,4,1,1,2,6,4,1,3,1,3,8,0,4,1,2,0,2,2
Bandipore,1,9,0,0,0,0,0,0,0,0,0,0,0,1,1109,4373,4328,1016,80,59,19,24,26,12,16,9,10,14,5,4,8,0,2,5,1,2,6,2,2,2,0,3,3,2,3,2,1,4,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Sabar Kantha,24,472,0,0,0,0,0,0,0,0,0,27,3368,7203,6098,4123,2764,1963,1411,1096,750,594,482,352,317,254,203,160,139,107,112,87,75,63,60,56,48,34,33,36,30,38,25,20,22,21,20,17,13,18,16,17,14,12,10,20,8,9,8,3,7,3,5,7,5,9,5,8,10,8,5,1,4,6,3,2,5,3,4,3,5,2,7,4,4,3,3,2,2,4,5,4,2,2,1,1,5,1,1,1,2,2,2
Rohtak,6,82,0,0,0,0,0,0,0,0,0,0,5,38,365,930,1082,927,572,441,345,254,212,166,156,129,145,113,97,87,80,81,44,55,57,42,46,43,40,46,25,24,28,20,23,26,30,24,33,28,22,19,21,14,15,14,20,24,23,20,12,19,18,9,16,9,15,12,18,13,13,15,12,8,8,9,10,7,8,15,7,7,9,5,8,8,12,8,5,6,4,6,3,8,5,7,4,3,3,6,4,6,0
Mandla,23,454,0,0,0,0,0,0,0,0,2,6603,17043,4254,1817,1019,579,403,241,173,128,89,66,60,39,39,26,34,24,17,16,16,17,12,6,7,7,6,10,7,4,6,4,2,4,1,2,3,4,1,2,1,2,0,1,3,1,6,0,1,2,3,4,0,1,0,1,2,0,1,0,0,0,1,2,2,1,1,1,2,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Faizabad,9,177,0,0,0,0,0,0,0,0,0,3,155,982,1869,2000,1723,1386,1024,693,485,345,239,176,149,116,90,84,65,55,42,29,29,27,30,30,30,15,22,10,13,14,16,10,10,8,9,13,4,4,13,9,6,8,7,9,2,4,4,7,3,2,1,4,4,2,3,4,1,3,0,0,2,0,1,1,4,3,2,0,4,4,5,0,0,2,2,1,2,2,2,2,1,4,5,2,2,1,0,4,0,2,2
Champhai,15,284,0,0,0,0,0,0,0,1,11,5621,8266,350,117,64,51,28,35,23,17,7,10,9,5,5,3,1,2,3,5,2,2,1,3,1,3,1,4,1,2,0,0,1,2,2,0,0,1,0,3,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jalaun,9,165,0,0,0,0,0,0,0,0,0,4,953,6149,4670,2248,1229,889,654,527,415,358,258,216,180,161,117,121,86,82,97,62,56,54,58,41,42,38,36,35,36,24,25,24,14,21,22,18,20,17,11,21,11,11,11,5,10,12,7,7,7,8,6,5,4,3,8,3,2,9,3,4,5,4,3,5,3,4,0,4,3,2,4,5,2,2,3,4,2,4,1,2,0,2,1,4,2,3,1,2,3,0,2
Purba Medinipur,19,345,0,0,0,0,0,0,0,0,0,5,319,858,1322,1423,1588,1558,1476,1376,1181,977,819,667,552,467,380,300,259,224,173,141,125,97,80,64,63,56,46,37,38,33,23,26,30,24,29,25,15,17,14,14,17,11,12,10,10,9,8,9,10,5,3,9,11,12,10,6,7,6,13,5,2,4,5,8,5,2,3,5,4,4,6,9,5,4,1,2,1,3,1,6,3,2,3,4,4,0,1,6,5,6,3
North West,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,9,5,5,5,9,16,6,13,21,10,7,16,21,16,18,16,6,16,12,11,19,10,7,8,12,10,10,15,9,9,13,15,12,8,9,9,13,9,5,13,8,18,13,12,5,7,10,8,9,8,4,5,8,2,8,9,5,8,8,7,9,4,10,6,6,5,8,11,9,6,5,6,6,8,5,6,2
Ganjam,21,388,0,0,0,0,0,0,0,0,36,7527,9548,5259,3363,2228,1587,1162,846,675,549,441,362,297,256,210,194,161,129,110,100,73,69,52,53,43,35,35,33,34,33,14,18,23,21,29,15,18,20,19,12,11,5,13,12,13,10,7,4,9,12,7,11,7,8,9,10,10,8,8,8,3,5,6,6,9,5,6,2,1,3,3,4,6,3,6,4,5,1,4,5,5,3,2,3,3,1,1,5,6,5,0,1
Jhansi,9,166,0,0,0,0,0,0,0,0,0,26,2729,6746,3485,1825,1187,950,701,556,457,358,329,278,243,194,176,168,156,125,99,82,80,69,70,61,55,62,43,38,41,24,31,35,25,23,27,24,25,17,20,28,14,18,21,10,13,15,16,12,13,9,11,14,13,14,6,8,11,9,12,11,6,6,10,11,8,8,4,8,11,5,9,5,7,3,6,5,5,4,7,3,5,9,7,7,5,3,4,3,6,3,6
Mathura,9,145,0,0,0,0,0,0,0,0,0,0,0,29,863,1842,1555,1254,1070,864,784,703,571,513,419,354,352,316,258,211,218,202,164,149,136,111,108,108,96,92,76,86,78,51,49,51,45,51,38,37,38,24,35,38,33,28,27,30,28,28,31,17,22,13,17,25,19,8,12,14,5,17,11,16,11,10,8,13,11,11,14,16,7,8,6,7,10,8,8,6,11,10,10,6,7,6,4,8,3,4,7,3,4
