,st_cen_cd,censuscode,light_0,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,light_13,light_14,light_15,light_16,light_17,light_18,light_19,light_20,light_21,light_22,light_23,light_24,light_25,light_26,light_27,light_28,light_29,light_30,light_31,light_32,light_33,light_34,light_35,light_36,light_37,light_38,light_39,light_40,light_41,light_42,light_43,light_44,light_45,light_46,light_47,light_48,light_49,light_50,light_51,light_52,light_53,light_54,light_55,light_56,light_57,light_58,light_59,light_60,light_61,light_62,light_63,light_64,light_65,light_66,light_67,light_68,light_69,light_70,light_71
Fatehgarh Sahib,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,16,68,68,124,199,285,284,386,501,432,429,447,300,258,247,194,189,119,91,72,106,68,64,36,44,20,49,20,23,17,20,7,13,9,11,17,15,10,17,7,9,4,11,7,0,1,2,0
Dhaulpur,8,106,0,144,14,19,27,19,22,27,20,56,48,79,67,91,110,90,123,191,229,248,291,274,376,383,417,483,458,521,488,528,551,454,464,441,312,316,257,189,161,101,98,71,58,56,38,33,24,33,12,27,15,8,5,7,1,2,9,6,4,3,6,2,0,2,3,1,2,0,4,0,0,0
Bageshwar,5,63,0,123,9,23,23,26,32,36,48,40,62,56,83,118,128,162,183,243,332,300,394,436,451,436,408,406,339,406,369,334,237,207,148,92,74,51,39,25,10,8,7,4,2,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgaum,29,555,0,509,68,71,87,125,154,168,182,209,303,340,430,466,613,802,911,1263,1469,1883,2287,2676,3183,3751,3971,4126,3933,3411,3035,2452,2017,1644,1405,1109,884,726,550,541,414,358,333,281,224,230,174,157,146,140,111,86,85,74,65,44,50,42,36,44,34,44,49,39,34,30,21,20,30,19,28,18,16,10
Mau,9,192,0,2,0,0,0,0,0,3,2,0,4,3,11,3,6,24,8,21,35,47,41,73,75,78,117,137,176,298,292,355,344,397,333,417,425,392,358,287,237,241,176,151,131,144,80,53,39,40,45,27,30,23,9,24,23,10,18,10,7,2,8,1,8,5,12,16,9,4,2,2,0,0
Vadodara,24,486,0,47,7,4,4,8,10,23,31,41,41,65,114,141,231,330,445,682,1006,1326,1607,2174,2464,2618,2650,2179,1824,1367,1107,847,719,565,515,532,493,468,460,452,431,375,349,347,296,227,214,214,173,152,166,141,154,137,113,106,85,83,89,65,77,78,72,66,63,62,72,76,76,52,46,49,46,56
Kolhapur,27,530,0,131,20,24,35,27,41,58,63,72,114,128,178,214,274,407,533,761,1024,1378,1814,2227,2620,2728,2764,2568,1952,1627,1178,943,825,673,551,477,467,392,353,293,254,220,174,186,132,140,106,101,83,62,82,56,44,53,36,46,32,41,30,29,29,35,28,19,22,18,16,9,11,6,5,4,3,3
Araria,10,209,0,63,20,13,11,18,21,45,30,42,60,64,89,104,175,169,260,306,291,381,441,439,559,542,561,514,473,374,290,258,230,165,108,69,72,47,26,19,10,3,3,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phek,13,266,0,232,24,52,38,55,69,99,90,127,128,199,219,291,342,405,458,513,573,548,560,578,561,453,400,300,281,186,140,103,58,38,31,15,16,15,11,7,9,3,0,0,0,1,0,2,1,0,0,4,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashoknagar,23,459,0,293,38,56,41,65,111,81,107,91,128,171,177,240,228,312,429,405,546,651,763,866,953,1032,1135,1110,1020,944,946,835,647,516,462,329,286,193,157,135,98,99,66,82,56,52,24,21,32,18,5,5,7,10,6,2,1,6,1,1,0,4,0,2,4,0,2,5,0,0,0,0,0,0
Perambalur,33,615,0,1,4,6,0,1,0,0,1,5,4,3,10,2,5,12,12,14,10,13,27,28,62,50,105,91,133,130,151,184,200,212,220,171,152,146,126,70,78,61,47,38,32,23,23,25,20,15,12,10,14,2,8,1,7,0,4,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
Mandsaur,23,433,0,337,43,48,75,93,94,107,146,207,228,275,360,443,540,666,879,935,1198,1447,1540,1838,1815,1790,1509,1439,1251,977,790,631,488,397,297,241,203,170,129,111,73,65,63,61,43,43,34,34,22,25,29,26,19,11,13,15,6,4,8,7,5,8,3,2,2,2,2,1,6,4,0,0,0,0
Gwalior,23,421,0,109,16,13,11,16,25,42,57,53,105,91,149,204,298,390,528,640,846,1079,1484,1533,1654,1611,1377,1230,994,767,677,488,408,341,313,202,208,197,135,125,118,114,80,97,92,73,59,55,55,64,32,46,59,52,31,42,43,14,30,44,18,30,16,35,16,16,20,12,2,5,5,1,1,3
Guntur,28,548,0,311,31,39,49,53,42,52,95,91,77,79,117,116,142,148,233,170,222,278,368,457,424,450,608,631,695,873,943,1030,973,1051,882,700,631,537,400,402,346,285,253,212,166,162,115,125,89,73,81,46,36,47,46,25,29,17,23,6,5,16,4,3,4,5,1,4,0,1,0,0,3,0
Chennai,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,4,0,13,10,12,21,18,21,262
Saran (chhapra),10,219,0,160,31,22,35,46,39,61,57,63,98,114,141,151,208,265,318,342,418,444,499,502,412,406,372,349,385,344,368,315,313,268,261,237,194,184,142,117,103,88,76,74,47,44,59,42,41,27,24,31,16,10,13,13,6,7,6,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0
Darjiling,19,327,0,169,20,40,34,34,41,48,50,74,70,135,125,173,232,267,309,409,507,606,677,762,839,787,773,756,682,581,483,463,391,368,282,222,154,144,117,86,88,83,68,42,48,51,43,42,42,33,37,18,19,23,4,16,6,6,9,5,12,14,5,7,2,4,3,11,0,1,3,3,2,3
Chittoor,28,554,0,117,3,26,33,34,21,29,31,52,60,64,81,141,161,188,261,322,432,485,622,761,976,1215,1482,1777,2118,2597,2913,3624,3975,3993,3869,3478,2968,2512,1924,1629,1325,1021,901,765,607,504,403,324,287,230,164,139,123,112,69,67,69,45,49,52,14,27,14,13,33,12,5,8,4,7,7,6,2,19
Guna,23,458,0,313,41,48,67,56,65,115,93,120,177,213,277,320,384,535,674,890,1109,1369,1564,1809,1900,1899,1875,1737,1452,1096,948,852,584,487,447,373,285,244,169,153,142,105,97,93,79,76,64,58,35,39,49,29,17,17,32,26,21,21,6,13,12,16,18,20,11,6,14,3,2,4,2,1,4,1
Banka,10,225,0,157,22,14,21,35,31,40,64,73,75,95,128,138,197,212,275,322,377,356,440,390,448,431,428,418,386,395,302,265,275,228,180,161,118,98,109,91,59,48,32,29,26,14,25,30,13,12,7,7,9,9,8,4,6,1,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0
Chamoli,5,57,0,233,28,55,77,59,85,81,106,159,197,230,332,425,643,920,1331,1907,2462,3026,3320,3474,2917,2380,1553,1187,926,774,690,608,456,377,321,221,182,142,106,65,33,23,11,7,5,3,0,6,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzaffarnagar,9,133,0,8,1,1,0,0,0,0,6,1,0,2,4,8,1,4,12,5,26,27,32,59,76,73,103,193,273,295,392,454,518,627,686,783,842,722,728,588,578,521,472,342,277,280,202,163,125,116,83,75,55,62,37,36,31,18,20,7,20,3,7,18,3,4,4,6,1,0,1,0,0,0
Sagar,23,427,0,547,76,69,133,125,133,189,236,272,357,379,545,508,687,897,933,1124,1623,1660,2108,2270,2416,2540,2634,2462,2186,2099,1651,1578,1122,1029,848,668,546,442,354,322,205,184,176,170,128,118,116,67,105,88,76,92,83,62,69,67,67,50,50,31,38,24,31,30,7,20,16,14,11,25,10,5,15,74
